�..Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body,Cat,Score
QHPX9K76,journalArticle,2020,"Mahony, Colin R.; MacLachlan, Ian R.; Lind, Brandon M.; Yoder, Jeremy B.; Wang, Tongli; Aitken, Sally N.",Evaluating genomic data for management of local adaptation in a changing climate: A lodgepole pine case study,Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.12871,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12871,,2020-01,8/14/2020 17:42,8/14/2020 17:42,8/14/2020 17:42,116-131,NA,1,13,NA,Evol Appl,Evaluating genomic data for management of local adaptation in a changing climate,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p>,/Users/Luke/Zotero/storage/88MLKFVG/Mahony et al. - 2020 - Evaluating genomic data for management of local ad.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
KQS8RPQY,journalArticle,2020,"Borrell, James S.; Zohren, Jasmin; Nichols, Richard A.; Buggs, Richard J. A.",Genomic assessment of local adaptation in dwarf birch to inform assisted gene flow,Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.12883,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.12883,,2020-01,8/14/2020 17:42,8/18/2020 3:38,8/14/2020 17:42,161-175,NA,1,13,NA,Evol Appl,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p>,/Users/Luke/Zotero/storage/GJM29IL5/Borrell et al. - 2020 - Genomic assessment of local adaptation in dwarf bi.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
M6CVID8Z,journalArticle,2020,"Csilléry, Katalin; Buchmann, Nina; Fady, Bruno","Adaptation to drought is coupled with slow growth, but independent from phenology in marginal silver fir ( <i>Abies alba</i> Mill.) populations",Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.13029,https://onlinelibrary.wiley.com/doi/abs/10.1111/eva.13029,,6/17/2020,8/14/2020 17:42,8/18/2020 3:38,8/14/2020 17:42,eva.13029,NA,,,NA,Evol Appl,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p> <p> </p>,"/Users/Luke/Zotero/storage/WSIFJ55T/Csilléry et al. - 2020 - Adaptation to drought is coupled with slow growth,.pdf",NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
BX4R5WX4,journalArticle,2017,"Ikeda, Dana H.; Max, Tamara L.; Allan, Gerard J.; Lau, Matthew K.; Shuster, Stephen M.; Whitham, Thomas G.",Genetically informed ecological niche models improve climate change predictions,Global Change Biology,,13541013,10.1111/gcb.13470,http://doi.wiley.com/10.1111/gcb.13470,,2017-01,8/14/2020 17:42,8/18/2020 3:38,8/14/2020 17:42,164-176,NA,1,23,NA,Glob Change Biol,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - no trait - no association</p> <p> </p>,/Users/Luke/Zotero/storage/I6MYI7M4/Ikeda et al. - 2017 - Genetically informed ecological niche models impro.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
HZYP26F4,journalArticle,2014,"Steane, Dorothy A.; Potts, Brad M.; McLean, Elizabeth; Prober, Suzanne M.; Stock, William D.; Vaillancourt, René E.; Byrne, Margaret",Genome-wide scans detect adaptation to aridity in a widespread forest tree species,Molecular Ecology,,9621083,10.1111/mec.12751,http://doi.wiley.com/10.1111/mec.12751,,2014-05,8/14/2020 17:44,8/14/2020 17:44,8/14/2020 17:44,2500-2513,NA,10,23,NA,Mol Ecol,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - trait - association</p> <p> </p>,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
BH8BAPHD,journalArticle,2017,"Jordan, Rebecca; Hoffmann, Ary A.; Dillon, Shannon K.; Prober, Suzanne M.",Evidence of genomic adaptation to climate in <i>Eucalyptus microcarpa</i> : Implications for adaptive potential to projected climate change,Molecular Ecology,,"0962-1083, 1365-294X",10.1111/mec.14341,https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.14341,,2017-11,8/14/2020 17:44,8/18/2020 3:38,8/14/2020 17:44,6002-6020,NA,21,26,NA,Mol Ecol,Evidence of genomic adaptation to climate in <i>Eucalyptus microcarpa</i>,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genomic - no trait - association</p> <p> </p>,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
SZ5N7ZKI,journalArticle,2017,"Thomas, Evert; Tovar, Eduardo; Villafañe, Carolina; Bocanegra, José Leonardo; Moreno, Rodrigo","Distribution, genetic diversity and potential spatiotemporal scale of alien gene flow in crop wild relatives of rice (Oryza spp.) in Colombia",Rice,,"1939-8425, 1939-8433",10.1186/s12284-017-0150-9,http://thericejournal.springeropen.com/articles/10.1186/s12284-017-0150-9,,2017-12,8/14/2020 17:46,8/15/2020 18:21,8/14/2020 17:46,13,NA,1,10,NA,Rice,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,0,<p>3a - genetic - no trait - no climate association</p> <p> </p>,"/Users/Luke/Zotero/storage/D6379XZC/Thomas et al. - 2017 - Distribution, genetic diversity and potential spat.pdf",NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
ZK5U4ZCQ,journalArticle,2014,"Vizcaíno-Palomar, Natalia; Revuelta-Eugercios, Bárbara; Zavala, Miguel A.; Alía, Ricardo; González-Martínez, Santiago C.",The Role of Population Origin and Microenvironment in Seedling Emergence and Early Survival in Mediterranean Maritime Pine (Pinus pinaster Aiton),PLoS ONE,,1932-6203,10.1371/journal.pone.0109132,https://dx.plos.org/10.1371/journal.pone.0109132,,10/6/2014,8/14/2020 17:59,8/14/2020 17:59,8/14/2020 17:59,e109132,NA,10,9,NA,PLoS ONE,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genetic - no trait - no association</p>,/Users/Luke/Zotero/storage/2MBUTVEK/Vizcaíno-Palomar et al. - 2014 - The Role of Population Origin and Microenvironment.pdf,NA,NA,NA,"Delzon, Sylvain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
X84ZXTYJ,journalArticle,2020,"Lstibůrek, Milan; Schueler, Silvio; El-Kassaby, Yousry A.; Hodge, Gary R.; Stejskal, Jan; Korecký, Jičí; Škorpík, Petr; Konrad, Heino; Geburek, Thomas",In Situ Genetic Evaluation of European Larch Across Climatic Regions Using Marker-Based Pedigree Reconstruction,Frontiers in Genetics,,1664-8021,10.3389/fgene.2020.00028,https://www.frontiersin.org/article/10.3389/fgene.2020.00028/full,,2/13/2020,8/14/2020 18:26,8/14/2020 18:26,8/14/2020 18:26,28,NA,,11,NA,Front. Genet.,,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genetic - trait - association</p> <p> </p>,/Users/Luke/Zotero/storage/B3J84GKB/Lstibůrek et al. - 2020 - In Situ Genetic Evaluation of European Larch Acros.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
TL7GAR76,journalArticle,2017,"Dominguez-Guerrero, Iliana Karina; del Rocío Mariscal-Lucero, Samantha; Hernández-Díaz, José Ciro; Heinze, Berthold; Prieto-Ruiz, José Ángel; Wehenkel, Christian","Discrimination of <i>Picea chihuahuana</i> Martinez populations on the basis of climatic, edaphic, dendrometric, genetic and population traits",PeerJ,,2167-8359,10.7717/peerj.3452,https://peerj.com/articles/3452,"Background                                Picea chihuahuana                 , which is endemic to Mexico, is currently listed as “Endangered” on the Red List. Chihuahua spruce is only found in the Sierra Madre Occidental (SMO), Mexico. About 42,600 individuals are distributed in forty populations. These populations are fragmented and can be classified into three geographically distinct clusters in the SMO. The total area covered by                 P. chihuahuana                 populations is less than 300 ha. A recent study suggested assisted migration as an alternative to the                 ex situ                 conservation of                 P. chihuahuana                 , taking into consideration the genetic structure and diversity of the populations and the predictions regarding the future climate of the habitat. However, detailed background information is required to enable development of plans for protecting and conserving species and for successful assisted migration. Thus, it is important to identify differences between populations in relation to environmental conditions. The genetic diversity of populations, which affect vigor, evolution and adaptability of the species, must also be considered. In this study, we examined 14 populations of                 P                 .                 chihuahuana                 , with the overall aim of discriminating the populations and form clusters of this species.                                                        Methods                                Each population was represented by one 50 × 50 m plot established in the center of its respective location. Climate, soil, dasometric, density variables and genetic and species diversities were assessed in these plots for further analyses. The putatively neutral and adaptive AFLP markers were used to calculate genetic diversity. Affinity Propagation (AP) clustering technique and                 k                 -means clustering algorithm were used to classify the populations in the optimal number of clusters. Later stepwise binomial logistic regression was applied to test for significant differences in variables of the southern and northern                 P. chihuahuana                 populations. Spearman’s correlation test was used to analyze the relationships among all variables studied.                                                        Results                                The binomial logistic regression analysis revealed that seven climate variables, the geographical longitude and sand proportion in the soil separated the southern from northern populations. The northern populations grow in more arid and continental conditions and on soils with lower sand proportion. The mean genetic diversity using all AFLP studied of                 P. chihuahuana                 was significantly correlated with the mean temperature in the warmest month, where warmer temperatures are associated to larger genetic diversity. Genetic diversity of                 P. chihuahuana                 calculated with putatively adaptive AFLP was not statistically significantly correlated with any environmental factor.                                                        Discussion                                Future reforestation programs should take into account that at least two different groups (the northern and southern cluster) of                 P. chihuahuana                 exist, as local adaptation takes place because of different environmental conditions.",6/12/2017,8/14/2020 18:33,8/14/2020 18:33,8/14/2020 18:33,e3452,NA,,5,NA,,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - genetic - no trait - association</p> <p> </p>,/Users/Luke/Zotero/storage/SSWRGRSB/Dominguez-Guerrero et al. - 2017 - Discrimination of Picea chihuahuana Martine.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
HSNIWIPC,journalArticle,2019,"Conroy, Gabriel C.; Shimizu-Kimura, Yoko; Lamont, Robert W.; Ogbourne, Steven M.","A multidisciplinary approach to inform assisted migration of the restricted rainforest tree, Fontainea rostrata",PLOS ONE,,1932-6203,10.1371/journal.pone.0210560,https://dx.plos.org/10.1371/journal.pone.0210560,,1/25/2019,8/19/2020 1:21,8/19/2020 1:25,8/19/2020 1:21,e0210560,NA,1,14,NA,PLoS ONE,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,2,<p>3a - genetic - no trait - no association</p>,/Users/Luke/Zotero/storage/885PP3KT/Conroy et al. - 2019 - A multidisciplinary approach to inform assisted mi.pdf,NA,NA,NA,"Alia, Ricardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
MNWEYJUD,journalArticle,2019,"King, Nathan G.; McKeown, Niall J.; Smale, Dan A.; Wilcockson, David C.; Hoelters, Laura; Groves, Emily A.; Stamp, Thomas; Moore, Pippa J.",Evidence for different thermal ecotypes in range centre and trailing edge kelp populations,Journal of Experimental Marine Biology and Ecology,,220981,10.1016/j.jembe.2019.03.004,https://linkinghub.elsevier.com/retrieve/pii/S0022098118304878,,2019-05,8/19/2020 1:26,8/19/2020 1:26,8/19/2020 1:26,17-Oct,NA,,514-515,NA,Journal of Experimental Marine Biology and Ecology,,NA,NA,NA,NA,,NA,en,NA,NA,NA,NA,DOI.org (Crossref),NA,,<p>3a - qPCR</p> <p> </p>,/Users/Luke/Zotero/storage/KFY36VL7/King et al. - 2019 - Evidence for different thermal ecotypes in range c.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plants,3
KIXW5JZ2,journalArticle,2015,"Parmesan, Camille; Williams-Anderson, Alison; Moskwik, Matthew; Mikheyev, Alexander S.; Singer, Michael C.",Endangered Quino checkerspot butterfly and climate change: Short-term success but long-term vulnerability?,Journal of Insect Conservation,NA,"1366-638X, 1572-9753",10.1007/s10841-014-9743-4,http://link.springer.com/10.1007/s10841-014-9743-4,,2015-04,8/14/2020 17:24,8/14/2020 17:24,8/14/2020 17:24,185-204,NA,2,19,NA,J Insect Conserv,Endangered Quino checkerspot butterfly and climate change,NA,NA,NA,NA,NA,NA,en,,NA,NA,NA,DOI.org (Crossref),NA,,"<p>3 - discussion for applying the results to assisted colonization efforts in the future, which may be needed due to climate change. Used usats</p>",C:\Users\trase\Zotero\storage\W67BBB96\Parmesan et al. - 2015 - Endangered Quino checkerspot butterfly and climate.pdf,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animals,3
HFQUQ6AI,journalArticle,2015,"Wilkening, Jennifer L.; Ray, Chris; Ramsay, Nathan; Klingler, Kelly",Alpine biodiversity and assisted migration: the case of the American pika ( <i>Ochotona princeps</i> ),Biodiversity,NA,"1488-8386, 2160-0651",10.1080/14888386.2015.1112304,http://www.tandfonline.com/doi/full/10.1080/14888386.2015.1112304,,10/2/2015,8/14/2020 17:31,8/14/2020 17:31,8/14/2020 17:31,224-236,NA,4,16,NA,Biodiversity,Alpine biodiversity and assisted migration,NA,NA,NA,NA,NA,NA,en,,NA,NA,NA,DOI.org (Crossref),NA,,"<p>3 assessing plans for AM considering genetics and climate, need to also add the genetic papers to Zotero (LW), discusses the importance of genetic data, this is kind of 3/5 type paper</p>",C:\Users\trase\Zotero\storage\MS8QX6TU\Wilkening et al. - 2015 - Alpine biodiversity and assisted migration the ca.pdf,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animals,3
WTNAY6N6,journalArticle,2015,"Malaney, Jason L.; Feldman, Chris R.; Cox, Michael; Wolff, Peregrine; Wehausen, John D.; Matocq, Marjorie D.",Translocated to the fringe: genetic and niche variation in bighorn sheep of the Great Basin and northern Mojave deserts,Diversity and Distributions,NA,1472-4642,10.1111/ddi.12329,https://onlinelibrary.wiley.com/doi/abs/10.1111/ddi.12329,"Aim Conservation biologists use various approaches to augment imperilled populations in order to supplement genetic variation and restore ecological function. However, understanding genotypic, phenotypic and ecotypic variation is critical in determining the most suitable sources to conserve historical and functional variation. Bighorn sheep (Ovis canadensis) provide a classic example of restoration biology, where management programmes have re-established extirpated populations via translocations. Through this process, translocated individuals may now face novel environments, including new bioclimatic conditions and an opportunity to interbreed with historically isolated and distinct genetic units. Our goal was to integrate genetic and ecological analyses to assess some of the evolutionary ramifications of this important management practice. Location Western North America, but focused on the Great Basin and northern Mojave deserts. Methods We quantified genetic variation across 55 Herds of bighorn sheep using 16 microsatellite loci (N = 347) and a mitochondrial gene (N = 110). We used ordination, Bayesian clustering and phylogenetic analyses to delineate evolutionary units. We used multivariate ordination for 26 ecologically relevant variables to characterize niche-based differences among genetic clusters and then tested whether repatriated populations occupy conditions similar to source areas. Results We document genetic differentiation among three traditional management units of bighorn sheep that now occupy the Great Basin and northern Mojave deserts, but also identify limited hybridization among these groups. Niche-based analyses revealed that translocated populations now occur in conditions incongruent with source ranges. Main conclusions This study highlights the importance of considering both genetic variation and ecological differences when implementing translocations. Early consideration of these variables may help minimize the potential for hybridization among distinct groups and mitigate challenges of managing populations experiencing novel environments. More broadly, results from this study have implications for future restoration efforts in this iconic system, but also for similar translocation-based conservation programmes.",2015,8/18/2020 17:09,8/18/2020 22:51,8/18/2020 17:09,1063-1074,NA,9,21,NA,,Translocated to the fringe,NA,NA,NA,NA,NA,NA,en,© 2015 John Wiley & Sons Ltd,NA,NA,NA,Wiley Online Library,NA,00007  _eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/ddi.12329,"<p>3 - AG / translocations have been occurring, using genetics to monitor, using usats and mtDNA gets at ecotypes, movement was move for demographic reasons</p>",C:\Users\trase\Zotero\storage\B943GD34\Malaney et al. - 2015 - Translocated to the fringe genetic and niche vari.pdf; C:\Users\trase\Zotero\storage\MX522XQE\ddi.html,,NA,translocation; conservation genetics; assisted migration; managed relocation; Admixture; non-analogue niche,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animals,3
SXH3ZJZR,journalArticle,2015,"Kekkonen, Jaana; Brommer, Jon E.",Reducing the loss of genetic diversity associated with assisted colonization-like introductions of animals,Current Zoology,NA,"2396-9814, 1674-5507",10.1093/czoolo/61.5.827,https://academic.oup.com/cz/article/61/5/827/1821082,"Abstract             Translocations, especially assisted colonizations, of animals are increasingly used as a conservation management tool. In many cases, however, limited funding and other logistic challenges limit the number of individuals available for translocation. In conservation genetics, small populations are predicted to rapidly lose genetic diversity which can deteriorate population survival. Thus, how worried should we be about the loss of genetic diversity when introducing small, isolated populations? Historical species introductions provide a means to assess these issues. Here we review 13 studies of “assisted colonization-like” introductions of animals, where only a small known number of founders established an isolated population without secondary contact to the source population. We test which factors could be important in retaining genetic diversity in these cases. In many cases, loss in heterozygosity (-12.1%) was detected, and more seriously the loss in allelic richness (-27.8 %). Number of founders seemed to have an effect but it also indicated that high population growth rate could help to retain genetic diversity, i.e. future management actions could be effective even with a limited number of founders if population growth would be enhanced. On the contrary, translocated organisms with longer generation times did not seem to retain more genetic diversity. We advocate that, where possible, future studies on translocated animals should report the loss of genetic diversity (both heterozygosity and allelic richness), which is essential for meta-analyses like this one for deepening our understanding of the genetic consequences of assisted colonization, and justifying management decisions.",10/1/2015,8/19/2020 1:25,8/19/2020 1:25,8/19/2020 1:25,827-834,NA,5,61,NA,,,NA,NA,NA,NA,NA,NA,en,,NA,NA,NA,DOI.org (Crossref),NA,,"<p>5 - meta analysis of assisted gene flow, summarizing the finding and patterns across 13 translocation case studies, although not climate change specific, ts</p>",C:\Users\trase\Zotero\storage\8V7DT5A9\Kekkonen and Brommer - 2015 - Reducing the loss of genetic diversity associated .pdf,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animals,0
PIQYMQ5T,journalArticle,2013,"Henry, P.; Russello, M. A.",Adaptive divergence along environmental gradients in a climate-change-sensitive mammal,Ecology and Evolution,NA,20457758,10.1002/ece3.776,http://doi.wiley.com/10.1002/ece3.776,"In the face of predicted climate change, a broader understanding of biotic responses to varying environments has become increasingly important within the context of biodiversity conservation. Local adaptation is one potential option, yet remarkably few studies have harnessed genomic tools to evaluate the efﬁcacy of this response within natural populations. Here, we show evidence of selection driving divergence of a climate-change-sensitive mammal, the American pika (Ochotona princeps), distributed along elevation gradients at its northern range margin in the Coast Mountains of British Columbia (BC), Canada. We employed ampliﬁed-fragment-length-polymorphism-based genomic scans to conduct genomewide searches for candidate loci among populations inhabiting varying environments from sea level to 1500 m. Using several independent approaches to outlier locus detection, we identiﬁed 68 candidate loci putatively under selection (out of a total 1509 screened), 15 of which displayed signiﬁcant associations with environmental variables including annual precipitation and maximum summer temperature. These candidate loci may represent important targets for predicting pika responses to climate change and informing novel approaches to wildlife conservation in a changing world.",2013-10,9/10/2020 20:38,9/10/2020 20:38,9/10/2020 20:38,3906-3917,NA,11,3,NA,Ecol Evol,,NA,NA,NA,NA,NA,NA,en,,NA,NA,NA,DOI.org (Crossref),NA,,<p>Not found in lit search but shows genomic studies related to Wilkening ideas - type 3</p>,C:\Users\trase\Zotero\storage\NIY6QIKC\Henry and Russello - 2013 - Adaptive divergence along environmental gradients .pdf,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animals,3
2EY4LRK9,journalArticle,2012,"Miller, Kimberly A.; Miller, Hilary C.; Moore, Jennifer A.; Mitchell, Nicola J.; Cree, Alison; Allendorf, Fred W.; Sarre, Stephen D.; Keall, Susan N.; Nelson, Nicola J.",Securing the Demographic and Genetic Future of Tuatara through Assisted Colonization: Assisted Colonization of Tuatara,Conservation Biology,NA,8888892,10.1111/j.1523-1739.2012.01902.x,http://doi.wiley.com/10.1111/j.1523-1739.2012.01902.x,"Climate change poses a particular threat to species with fragmented distributions and little or no capacity to migrate. Assisted colonization, moving species into regions where they have not previously occurred, aims to establish populations where they are expected to survive as climatic envelopes shift. However, adaptation to the source environment may affect whether species successfully establish in new regions. Assisted colonization has spurred debate among conservation biologists and ecologists over whether the potential benefits to the threatened species outweigh the potential disruption to recipient communities. In our opinion, the debate has been distracted by controversial examples, rather than cases where assisted colonization may be a viable strategy. We present a strategic plan for the assisted migration of tuatara (Sphenodon punctatus), an endemic New Zealand reptile. The plan includes use of extant populations as reference points for comparisons with assisted-colonization populations with respect to demography, phenotypic plasticity, and phenology; optimization of genetic variation; research to fill knowledge gaps; consideration of host and recipient communities; and inclusion of stakeholders in the planning stage. When strategically planned and monitored, assisted colonization could meet conservation and research goals and ultimately result in the establishment of long-term sustainable populations capable of persisting during rapid changes in climate.",2012-10,9/10/2020 20:24,9/10/2020 20:24,9/10/2020 20:24,790-798,NA,5,26,NA,,Securing the Demographic and Genetic Future of Tuatara through Assisted Colonization,NA,NA,NA,NA,NA,NA,en,,NA,NA,NA,DOI.org (Crossref),NA,,"<p>this was added manually and was found in our first search type 3 plan for future movement considering genetics and other factors, </p>",C:\Users\trase\Zotero\storage\EC5RMHYX\Miller et al. - 2012 - Securing the Demographic and Genetic Future of Tua.pdf,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animals,3
762XCF28,journalArticle,2019,"Fellous, Alexandre; Shama, Lisa N. S.",Genome Survey of Chromatin-Modifying Enzymes in Threespine Stickleback: A Crucial Epigenetic Toolkit for Adaptation?,Frontiers in Marine Science,NA,2296-7745,10.3389/fmars.2019.00721,https://www.frontiersin.org/article/10.3389/fmars.2019.00721/full,,11/20/2019,8/14/2020 18:26,8/14/2020 18:26,8/14/2020 18:26,721,NA,,6,NA,Front. Mar. Sci.,Genome Survey of Chromatin-Modifying Enzymes in Threespine Stickleback,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,DOI.org (Crossref),NA,NA,<p>3 epigenetic modifications in stickleback could be used to inform conservation (assisted evolution)</p>,C:\Users\trase\Zotero\storage\7KQGBWG5\Fellous and Shama - 2019 - Genome Survey of Chromatin-Modifying Enzymes in Th.pdf,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquatic and Marine,3
