"�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body","Cat","Score"
"TWSFVQCY","journalArticle",2015,"McCartan, Shelagh A.; Jinks, Richard L.; Barsoum, Nadia","Using thermal time models to predict the impact of assisted migration on the synchronization of germination and shoot emergence of oak (Quercus robur L.)","Annals of Forest Science","","1286-4560, 1297-966X","10.1007/s13595-014-0454-5","http://link.springer.com/10.1007/s13595-014-0454-5","","2015-06","2020-08-14 17:25:08","2020-08-14 17:25:08","2020-08-14 17:25:08","479-487",NA,"4","72",NA,"Annals of Forest Science","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b?</p>","/Users/Luke/Zotero/storage/NIJKJ3MN/McCartan et al. - 2015 - Using thermal time models to predict the impact of.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b?</p>"
"AC928LK2","journalArticle",2019,"Chakraborty, Debojyoti; Matulla, Christoph; Andre, Konrad; Weissenbacher, Lambert; Schueler, Silvio","Survival of Douglas-fir provenances in Austria: site-specific late and early frost events are more important than provenance origin","Annals of Forest Science","","1286-4560, 1297-966X","10.1007/s13595-019-0883-2","http://link.springer.com/10.1007/s13595-019-0883-2","","2019-12","2020-08-14 17:25:16","2020-08-18 03:38:39","2020-08-14 17:25:16","100",NA,"4","76",NA,"Annals of Forest Science","Survival of Douglas-fir provenances in Austria",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p>"
"3M2GVP3Z","journalArticle",2016,"Bucharova, Anna; Frenzel, Mark; Mody, Karsten; Parepa, Madalin; Durka, Walter; Bossdorf, Oliver","Plant ecotype affects interacting organisms across multiple trophic levels","Basic and Applied Ecology","","14391791","10.1016/j.baae.2016.09.001","https://linkinghub.elsevier.com/retrieve/pii/S1439179116301475","","2016-12","2020-08-14 17:25:26","2020-08-18 03:38:39","2020-08-14 17:25:26","688-695",NA,"8","17",NA,"Basic and Applied Ecology","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p> <p> </p>"
"KEPHGVQV","journalArticle",2010,"Vitt, Pati; Havens, Kayri; Kramer, Andrea T.; Sollenberger, David; Yates, Emily","Assisted migration of plants: Changes in latitudes, changes in attitudes","Biological Conservation","","00063207","10.1016/j.biocon.2009.08.015","https://linkinghub.elsevier.com/retrieve/pii/S0006320709003917","","2010-01","2020-08-14 17:25:31","2020-08-14 17:25:31","2020-08-14 17:25:31","18-27",NA,"1","143",NA,"Biological Conservation","Assisted migration of plants",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5</p> <p>&nbsp;</p>"
"CDH5J57G","journalArticle",2011,"McIntyre, Sue","Ecological and anthropomorphic factors permitting low-risk assisted colonization in temperate grassy woodlands","Biological Conservation","","00063207","10.1016/j.biocon.2011.03.023","https://linkinghub.elsevier.com/retrieve/pii/S0006320711001170","","2011-06","2020-08-14 17:25:35","2020-08-14 17:25:35","2020-08-14 17:25:35","1781-1789",NA,"6","144",NA,"Biological Conservation","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5</p> <p>&nbsp;</p>"
"IC3TIPA7","journalArticle",2017,"Downing, Jason L.; Liu, Hong; Shao, Shicheng; Wang, Xilong; McCormick, Melissa; Deng, Rongyan; Gao, Jiangyun","Contrasting changes in biotic interactions of orchid populations subject to conservation introduction vs. conventional translocation in tropical China","Biological Conservation","","00063207","10.1016/j.biocon.2017.05.021","https://linkinghub.elsevier.com/retrieve/pii/S0006320716307480","","2017-08","2020-08-14 17:26:20","2020-08-14 17:26:20","2020-08-14 17:26:20","29-38",NA,"","212",NA,"Biological Conservation","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>2</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>2</p> <p>&nbsp;</p>"
"4JBHFUZD","journalArticle",2019,"Silcock, J.L.; Simmons, C.L.; Monks, L.; Dillon, R.; Reiter, N.; Jusaitis, M.; Vesk, P.A.; Byrne, M.; Coates, D.J.","Threatened plant translocation in Australia: A review","Biological Conservation","","00063207","10.1016/j.biocon.2019.05.002","https://linkinghub.elsevier.com/retrieve/pii/S0006320718317713","","2019-08","2020-08-14 17:26:23","2020-08-14 17:26:23","2020-08-14 17:26:23","211-222",NA,"","236",NA,"Biological Conservation","Threatened plant translocation in Australia",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5 - in this review they mention that 195 translocation experiments were informed by the result of genetic studies on the subject taxon.</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5 - in this review they mention that 195 translocation experiments were informed by the result of genetic studies on the subject taxon.</p> <p> </p>"
"G4375Y4V","journalArticle",2015,"Bussotti, Filippo; Pollastrini, Martina; Holland, Vera; Brüggemann, Wolfgang","Functional traits and adaptive capacity of European forests to climate change","Environmental and Experimental Botany","","00988472","10.1016/j.envexpbot.2014.11.006","https://linkinghub.elsevier.com/retrieve/pii/S0098847214002585","","2015-03","2020-08-14 17:26:50","2020-08-18 03:38:39","2020-08-14 17:26:50","91-113",NA,"","111",NA,"Environmental and Experimental Botany","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5</p> <p>&nbsp;</p>"
"WHL6NWUP","journalArticle",2009,"del Castillo, Rafael F.; Argueta, Sonia Trujillo; Sáenz-Romero, Cuauhtémoc","Pinus chiapensis, a keystone species: Genetics, ecology, and conservation","Forest Ecology and Management","","03781127","10.1016/j.foreco.2009.03.004","https://linkinghub.elsevier.com/retrieve/pii/S0378112709001601","","2009-05","2020-08-14 17:26:55","2020-08-14 17:26:55","2020-08-14 17:26:55","2201-2208",NA,"11","257",NA,"Forest Ecology and Management","Pinus chiapensis, a keystone species",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>2</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>2</p> <p>&nbsp;</p>"
"VJHSE67W","journalArticle",2011,"Chmura, Daniel J.; Anderson, Paul D.; Howe, Glenn T.; Harrington, Constance A.; Halofsky, Jessica E.; Peterson, David L.; Shaw, David C.; Brad St.Clair, J.","Forest responses to climate change in the northwestern United States: Ecophysiological foundations for adaptive management","Forest Ecology and Management","","03781127","10.1016/j.foreco.2010.12.040","https://linkinghub.elsevier.com/retrieve/pii/S0378112711000028","","2011-04","2020-08-14 17:26:58","2020-08-18 03:38:39","2020-08-14 17:26:58","1121-1142",NA,"7","261",NA,"Forest Ecology and Management","Forest responses to climate change in the northwestern United States",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5</p> <p>&nbsp;</p>"
"M37S89DM","journalArticle",2012,"Thiel, Daniel; Nagy, Laura; Beierkuhnlein, Carl; Huber, Gerhard; Jentsch, Anke; Konnert, Monika; Kreyling, Juergen","Uniform drought and warming responses in Pinus nigra provenances despite specific overall performances","Forest Ecology and Management","","03781127","10.1016/j.foreco.2012.01.034","https://linkinghub.elsevier.com/retrieve/pii/S0378112712000448","","2012-04","2020-08-14 17:26:59","2020-08-14 17:26:59","2020-08-14 17:26:59","200-208",NA,"","270",NA,"Forest Ecology and Management","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p>"
"GQVMY9I6","journalArticle",2012,"Kapeller, Stefan; Lexer, Manfred J.; Geburek, Thomas; Hiebl, Johann; Schueler, Silvio","Intraspecific variation in climate response of Norway spruce in the eastern Alpine range: Selecting appropriate provenances for future climate","Forest Ecology and Management","","03781127","10.1016/j.foreco.2012.01.039","https://linkinghub.elsevier.com/retrieve/pii/S0378112712000631","","2012-05","2020-08-14 17:27:01","2020-08-18 03:38:40","2020-08-14 17:27:01","46-57",NA,"","271",NA,"Forest Ecology and Management","Intraspecific variation in climate response of Norway spruce in the eastern Alpine range",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p> <p> </p>"
"FJQB6XWQ","journalArticle",2012,"Cortini, F.; Comeau, P.G.; Wang, T.; Hibbs, D.E.; Bluhm, A.","Climate effects on red alder growth in the Pacific Northwest of North America","Forest Ecology and Management","","03781127","10.1016/j.foreco.2012.04.024","https://linkinghub.elsevier.com/retrieve/pii/S0378112712002332","","2012-08","2020-08-14 17:27:03","2020-08-18 03:38:39","2020-08-14 17:27:03","98-106",NA,"","277",NA,"Forest Ecology and Management","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p> <p> </p>"
"A4ZC5ZM8","journalArticle",2013,"Azpilicueta, M.M.; Gallo, L.A.; van Zonneveld, M.; Thomas, E.; Moreno, C.; Marchelli, P.","Management of Nothofagus genetic resources: Definition of genetic zones based on a combination of nuclear and chloroplast marker data","Forest Ecology and Management","","03781127","10.1016/j.foreco.2013.03.037","https://linkinghub.elsevier.com/retrieve/pii/S0378112713001849","","2013-08","2020-08-14 17:27:05","2020-08-14 17:27:05","2020-08-14 17:27:05","414-424",NA,"","302",NA,"Forest Ecology and Management","Management of Nothofagus genetic resources",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>2</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>2</p> <p> </p>"
"LWN4VGVH","journalArticle",2013,"Buma, B.; Wessman, C.A.","Forest resilience, climate change, and opportunities for adaptation: A specific case of a general problem","Forest Ecology and Management","","03781127","10.1016/j.foreco.2013.06.044","https://linkinghub.elsevier.com/retrieve/pii/S037811271300412X","","2013-10","2020-08-14 17:27:06","2020-08-18 03:38:39","2020-08-14 17:27:06","216-225",NA,"","306",NA,"Forest Ecology and Management","Forest resilience, climate change, and opportunities for adaptation",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5</p> <p> </p>"
"AWKJPICT","journalArticle",2014,"Alfaro, René I.; Fady, Bruno; Vendramin, Giovanni Giuseppe; Dawson, Ian K.; Fleming, Richard A.; Sáenz-Romero, Cuauhtémoc; Lindig-Cisneros, Roberto A.; Murdock, Trevor; Vinceti, Barbara; Navarro, Carlos Manuel; Skrøppa, Tore; Baldinelli, Giulia; El-Kassaby, Yousry A.; Loo, Judy","The role of forest genetic resources in responding to biotic and abiotic factors in the context of anthropogenic climate change","Forest Ecology and Management","","03781127","10.1016/j.foreco.2014.04.006","https://linkinghub.elsevier.com/retrieve/pii/S037811271400231X","","2014-12","2020-08-14 17:27:08","2020-08-14 17:27:08","2020-08-14 17:27:08","76-87",NA,"","333",NA,"Forest Ecology and Management","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5 - review, mention assisted migration and forest genetic resources, but don't explicitly suggest genetic/genomic methods to identify genotypes</p>","/Users/Luke/Zotero/storage/JD9I8JNY/Alfaro et al. - 2014 - The role of forest genetic resources in responding.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5 - review, mention assisted migration and forest genetic resources, but don't explicitly suggest genetic/genomic methods to identify genotypes</p>"
"CBCNYHXS","journalArticle",2015,"Koralewski, Tomasz E.; Wang, Hsiao-Hsuan; Grant, William E.; Byram, Thomas D.","Plants on the move: Assisted migration of forest trees in the face of climate change","Forest Ecology and Management","","03781127","10.1016/j.foreco.2015.02.014","https://linkinghub.elsevier.com/retrieve/pii/S0378112715000729","","2015-05","2020-08-14 17:27:13","2020-08-18 03:38:40","2020-08-14 17:27:13","30-37",NA,"","344",NA,"Forest Ecology and Management","Plants on the move",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p> <p> </p>"
"T52LSHB4","journalArticle",2015,"Booth, T.H.; Broadhurst, L.M.; Pinkard, E.; Prober, S.M.; Dillon, S.K.; Bush, D.; Pinyopusarerk, K.; Doran, J.C.; Ivkovich, M.; Young, A.G.","Native forests and climate change: Lessons from eucalypts","Forest Ecology and Management","","03781127","10.1016/j.foreco.2015.03.002","https://linkinghub.elsevier.com/retrieve/pii/S0378112715001139","","2015-07","2020-08-14 17:27:14","2020-08-18 03:38:39","2020-08-14 17:27:14","18-29",NA,"","347",NA,"Forest Ecology and Management","Native forests and climate change",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5</p> <p>&nbsp;</p>"
"KXUICSU5","journalArticle",2017,"Di Pierro, Erica A.; Mosca, Elena; González-Martínez, Santiago C.; Binelli, Giorgio; Neale, David B.; La Porta, Nicola","Adaptive variation in natural Alpine populations of Norway spruce (Picea abies [L.] Karst) at regional scale: Landscape features and altitudinal gradient effects","Forest Ecology and Management","","03781127","10.1016/j.foreco.2017.09.045","https://linkinghub.elsevier.com/retrieve/pii/S0378112717309349","","2017-12","2020-08-14 17:27:18","2020-08-14 17:27:18","2020-08-14 17:27:18","350-359",NA,"","405",NA,"Forest Ecology and Management","Adaptive variation in natural Alpine populations of Norway spruce (Picea abies [L.] Karst) at regional scale",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3a - genomic - no trait - no climate association</p> <p> </p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3a - genomic - no trait - no climate association</p> <p> </p> <p> </p>"
"MB6H3H2C","journalArticle",2018,"Tíscar, Pedro Antonio; Lucas-Borja, Manuel Esteban; Candel-Pérez, David","Lack of local adaptation to the establishment conditions limits assisted migration to adapt drought-prone Pinus nigra populations to climate change","Forest Ecology and Management","","03781127","10.1016/j.foreco.2017.12.014","https://linkinghub.elsevier.com/retrieve/pii/S0378112717317395","","2018-02","2020-08-14 17:27:23","2020-08-14 17:27:23","2020-08-14 17:27:23","719-728",NA,"","409",NA,"Forest Ecology and Management","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p> <p> </p>"
"8ZGKYICP","journalArticle",2018,"Mockta, Tyler K.; Fulé, Peter Z.; Sánchez Meador, Andrew; Padilla, Thora; Kim, Yeon-Su","Sustainability of culturally important teepee poles on Mescalero Apache Tribal Lands: Characteristics and climate change effects","Forest Ecology and Management","","03781127","10.1016/j.foreco.2018.08.017","https://linkinghub.elsevier.com/retrieve/pii/S0378112718308624","","2018-12","2020-08-14 17:27:26","2020-08-14 17:27:26","2020-08-14 17:27:26","250-258",NA,"","430",NA,"Forest Ecology and Management","Sustainability of culturally important teepee poles on Mescalero Apache Tribal Lands",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p>"
"6GC7CQE2","journalArticle",2019,"Logan, Samuel A.; Phuekvilai, Prattana; Sanderson, Roy; Wolff, Kirsten","Reproductive and population genetic characteristics of leading-edge and central populations of two temperate forest tree species and implications for range expansion","Forest Ecology and Management","","03781127","10.1016/j.foreco.2018.11.024","https://linkinghub.elsevier.com/retrieve/pii/S0378112718315226","","2019-02","2020-08-14 17:27:34","2020-08-14 17:27:34","2020-08-14 17:27:34","475-486",NA,"","433",NA,"Forest Ecology and Management","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3a - genetic - no trait - no association</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3a - genetic - no trait - no association</p> <p> </p>"
"YNW2SAQE","journalArticle",2019,"Silvestro, Roberto; Rossi, Sergio; Zhang, Shaokang; Froment, Isabelle; Huang, Jian Guo; Saracino, Antonio","From phenology to forest management: Ecotypes selection can avoid early or late frosts, but not both","Forest Ecology and Management","","03781127","10.1016/j.foreco.2019.01.005","https://linkinghub.elsevier.com/retrieve/pii/S0378112718321868","","2019-03","2020-08-14 17:27:35","2020-08-14 17:27:35","2020-08-14 17:27:35","21-26",NA,"","436",NA,"Forest Ecology and Management","From phenology to forest management",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>5</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>5</p> <p>&nbsp;</p>"
"UGF9R4PJ","journalArticle",2020,"Matisons, Roberts; Gärtner, Holger; Elferts, Didzis; Kārkliņa, Annija; Adamovičs, Andis; Jansons, Āris","Occurrence of ‘blue’ and ‘frost’ rings reveal frost sensitivity of eastern Baltic provenances of Scots pine","Forest Ecology and Management","","03781127","10.1016/j.foreco.2019.117729","https://linkinghub.elsevier.com/retrieve/pii/S0378112719317748","","2020-02","2020-08-14 17:27:36","2020-08-14 17:27:36","2020-08-14 17:27:36","117729",NA,"","457",NA,"Forest Ecology and Management","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>3b</p> <p> </p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>3b</p> <p> </p>"
"7M5EI3SK","journalArticle",2020,"Zhu, Yingying; Chen, Chen; Guo, Yuan; Fu, Songling; Chen, Han Y.H.","Linking leaf-level morphological and physiological plasticity to seedling survival and growth of introduced Canadian sugar maple to elevated precipitation under warming","Forest Ecology and Management","","03781127","10.1016/j.foreco.2019.117758","https://linkinghub.elsevier.com/retrieve/pii/S0378112719315798","","2020-02","2020-08-14 17:27:37","2020-08-14 17:27:37","2020-08-14 17:27:37","117758",NA,"","457",NA,"Forest Ecology and Management","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>2</p> <p>&nbsp;</p>","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>2</p> <p>&nbsp;</p>"
"ZQ2IL9BQ","journalArticle",2019,"Wang, Yuzhuo; Pedersen, Jennine L.M.; Macdonald, S. Ellen; Nielsen, Scott E.; Zhang, Jian","Experimental test of assisted migration for conservation of locally range-restricted plants in Alberta, Canada","Global Ecology and Conservation","","23519894","10.1016/j.gecco.2019.e00572","https://linkinghub.elsevier.com/retrieve/pii/S2351989418303342","","2019-01","2020-08-14 17:27:40","2020-08-14 17:27:40","2020-08-14 17:27:40","e00572",NA,"","17",NA,"Global Ecology and Conservation","",NA,NA,NA,NA,"",NA,"en",NA,NA,NA,NA,"DOI.org (Crossref)",NA,"","<p>2</p> <p> </p>","/Users/Luke/Zotero/storage/3MPZDAQ8/Wang et al. - 2019 - Experimental test of assisted migration for conser.pdf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plants","<p>2</p> <p> </p>"
