"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M37S89DM","journalArticle","2012","Thiel, Daniel; Nagy, Laura; Beierkuhnlein, Carl; Huber, Gerhard; Jentsch, Anke; Konnert, Monika; Kreyling, Juergen","Uniform drought and warming responses in Pinus nigra provenances despite specific overall performances","Forest Ecology and Management","","03781127","10.1016/j.foreco.2012.01.034","https://linkinghub.elsevier.com/retrieve/pii/S0378112712000448","","2012-04","2020-08-14 17:26:59","2020-08-14 17:26:59","2020-08-14 17:26:59","200-208","","","270","","Forest Ecology and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJHSE67W","journalArticle","2011","Chmura, Daniel J.; Anderson, Paul D.; Howe, Glenn T.; Harrington, Constance A.; Halofsky, Jessica E.; Peterson, David L.; Shaw, David C.; Brad St.Clair, J.","Forest responses to climate change in the northwestern United States: Ecophysiological foundations for adaptive management","Forest Ecology and Management","","03781127","10.1016/j.foreco.2010.12.040","https://linkinghub.elsevier.com/retrieve/pii/S0378112711000028","","2011-04","2020-08-14 17:26:58","2020-08-18 03:38:39","2020-08-14 17:26:58","1121-1142","","7","261","","Forest Ecology and Management","Forest responses to climate change in the northwestern United States","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHL6NWUP","journalArticle","2009","del Castillo, Rafael F.; Argueta, Sonia Trujillo; Sáenz-Romero, Cuauhtémoc","Pinus chiapensis, a keystone species: Genetics, ecology, and conservation","Forest Ecology and Management","","03781127","10.1016/j.foreco.2009.03.004","https://linkinghub.elsevier.com/retrieve/pii/S0378112709001601","","2009-05","2020-08-14 17:26:55","2020-08-14 17:26:55","2020-08-14 17:26:55","2201-2208","","11","257","","Forest Ecology and Management","Pinus chiapensis, a keystone species","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4375Y4V","journalArticle","2015","Bussotti, Filippo; Pollastrini, Martina; Holland, Vera; Brüggemann, Wolfgang","Functional traits and adaptive capacity of European forests to climate change","Environmental and Experimental Botany","","00988472","10.1016/j.envexpbot.2014.11.006","https://linkinghub.elsevier.com/retrieve/pii/S0098847214002585","","2015-03","2020-08-14 17:26:50","2020-08-18 03:38:39","2020-08-14 17:26:50","91-113","","","111","","Environmental and Experimental Botany","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWKJPICT","journalArticle","2014","Alfaro, René I.; Fady, Bruno; Vendramin, Giovanni Giuseppe; Dawson, Ian K.; Fleming, Richard A.; Sáenz-Romero, Cuauhtémoc; Lindig-Cisneros, Roberto A.; Murdock, Trevor; Vinceti, Barbara; Navarro, Carlos Manuel; Skrøppa, Tore; Baldinelli, Giulia; El-Kassaby, Yousry A.; Loo, Judy","The role of forest genetic resources in responding to biotic and abiotic factors in the context of anthropogenic climate change","Forest Ecology and Management","","03781127","10.1016/j.foreco.2014.04.006","https://linkinghub.elsevier.com/retrieve/pii/S037811271400231X","","2014-12","2020-08-14 17:27:08","2020-08-14 17:27:08","2020-08-14 17:27:08","76-87","","","333","","Forest Ecology and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5 - review, mention assisted migration and forest genetic resources, but don't explicitly suggest genetic/genomic methods to identify genotypes</p>","C:\Users\trase\Zotero\storage\JD9I8JNY\Alfaro et al. - 2014 - The role of forest genetic resources in responding.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWN4VGVH","journalArticle","2013","Buma, B.; Wessman, C.A.","Forest resilience, climate change, and opportunities for adaptation: A specific case of a general problem","Forest Ecology and Management","","03781127","10.1016/j.foreco.2013.06.044","https://linkinghub.elsevier.com/retrieve/pii/S037811271300412X","","2013-10","2020-08-14 17:27:06","2020-08-18 03:38:39","2020-08-14 17:27:06","216-225","","","306","","Forest Ecology and Management","Forest resilience, climate change, and opportunities for adaptation","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A4ZC5ZM8","journalArticle","2013","Azpilicueta, M.M.; Gallo, L.A.; van Zonneveld, M.; Thomas, E.; Moreno, C.; Marchelli, P.","Management of Nothofagus genetic resources: Definition of genetic zones based on a combination of nuclear and chloroplast marker data","Forest Ecology and Management","","03781127","10.1016/j.foreco.2013.03.037","https://linkinghub.elsevier.com/retrieve/pii/S0378112713001849","","2013-08","2020-08-14 17:27:05","2020-08-14 17:27:05","2020-08-14 17:27:05","414-424","","","302","","Forest Ecology and Management","Management of Nothofagus genetic resources","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXUICSU5","journalArticle","2017","Di Pierro, Erica A.; Mosca, Elena; González-Martínez, Santiago C.; Binelli, Giorgio; Neale, David B.; La Porta, Nicola","Adaptive variation in natural Alpine populations of Norway spruce (Picea abies [L.] Karst) at regional scale: Landscape features and altitudinal gradient effects","Forest Ecology and Management","","03781127","10.1016/j.foreco.2017.09.045","https://linkinghub.elsevier.com/retrieve/pii/S0378112717309349","","2017-12","2020-08-14 17:27:18","2020-08-14 17:27:18","2020-08-14 17:27:18","350-359","","","405","","Forest Ecology and Management","Adaptive variation in natural Alpine populations of Norway spruce (Picea abies [L.] Karst) at regional scale","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a - but only abstract available</p> <p> </p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T52LSHB4","journalArticle","2015","Booth, T.H.; Broadhurst, L.M.; Pinkard, E.; Prober, S.M.; Dillon, S.K.; Bush, D.; Pinyopusarerk, K.; Doran, J.C.; Ivkovich, M.; Young, A.G.","Native forests and climate change: Lessons from eucalypts","Forest Ecology and Management","","03781127","10.1016/j.foreco.2015.03.002","https://linkinghub.elsevier.com/retrieve/pii/S0378112715001139","","2015-07","2020-08-14 17:27:14","2020-08-18 03:38:39","2020-08-14 17:27:14","18-29","","","347","","Forest Ecology and Management","Native forests and climate change","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBCNYHXS","journalArticle","2015","Koralewski, Tomasz E.; Wang, Hsiao-Hsuan; Grant, William E.; Byram, Thomas D.","Plants on the move: Assisted migration of forest trees in the face of climate change","Forest Ecology and Management","","03781127","10.1016/j.foreco.2015.02.014","https://linkinghub.elsevier.com/retrieve/pii/S0378112715000729","","2015-05","2020-08-14 17:27:13","2020-08-18 03:38:40","2020-08-14 17:27:13","30-37","","","344","","Forest Ecology and Management","Plants on the move","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8944YJ7","journalArticle","2009","Marris, Emma","Forestry: Planting the forest of the future","Nature","","0028-0836, 1476-4687","10.1038/459906a","http://www.nature.com/articles/459906a","","2009-06","2020-08-14 17:29:24","2020-08-14 17:29:24","2020-08-14 17:29:24","906-908","","7249","459","","Nature","Forestry","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\NQSTADBV\Marris - 2009 - Forestry Planting the forest of the future.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9K5W8MP","journalArticle","2016","Fontaine, Lysiane Chagnon; Larson, Brendon M.H.","The right tree at the right place? Exploring urban foresters’ perceptions of assisted migration","Urban Forestry & Urban Greening","","16188667","10.1016/j.ufug.2016.06.010","https://linkinghub.elsevier.com/retrieve/pii/S1618866716302515","","2016-08","2020-08-14 17:28:53","2020-08-14 17:28:53","2020-08-14 17:28:53","221-227","","","18","","Urban Forestry & Urban Greening","The right tree at the right place?","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - probably 1 but no access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGR6TRC3","journalArticle","2017","Duwe, Virginia K.; Muller, Ludo A.H.; Borsch, Thomas; Ismail, Sascha A.","Pervasive genetic differentiation among Central European populations of the threatened Arnica montana L. and genetic erosion at lower elevations","Perspectives in Plant Ecology, Evolution and Systematics","","14338319","10.1016/j.ppees.2017.02.003","https://linkinghub.elsevier.com/retrieve/pii/S1433831916300671","","2017-08","2020-08-14 17:28:23","2020-08-14 17:28:23","2020-08-14 17:28:23","45-56","","","27","","Perspectives in Plant Ecology, Evolution and Systematics","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISXHMDHC","journalArticle","2020","García-Hernández, María de los Ángeles; Toledo-Aceves, Tarin","Is there potential in elevational assisted migration for the endangered Magnolia vovidesii?","Journal for Nature Conservation","","16171381","10.1016/j.jnc.2019.125782","https://linkinghub.elsevier.com/retrieve/pii/S161713811930038X","","2020-02","2020-08-14 17:28:09","2020-08-18 03:38:39","2020-08-14 17:28:09","125782","","","53","","Journal for Nature Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\PND8IX5M\García-Hernández and Toledo-Aceves - 2020 - Is there potential in elevational assisted migrati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L6ELZ65F","journalArticle","2018","Rita, Juan; Capó, Miquel; Moragues, Eva; Bota, Josefina; Cursach, Joana","Hybridization processes in an introduced subpopulation of an endangered plant: Management strategies to guarantee the conservation of Helosciadium bermejoi (Apiaceae)","Journal for Nature Conservation","","16171381","10.1016/j.jnc.2017.10.006","https://linkinghub.elsevier.com/retrieve/pii/S1617138117302364","","2018-02","2020-08-14 17:28:06","2020-08-14 17:28:06","2020-08-14 17:28:06","26-34","","","41","","Journal for Nature Conservation","Hybridization processes in an introduced subpopulation of an endangered plant","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXDPHVNQ","journalArticle","2012","Roncal, Julissa; Maschinski, Joyce; Schaffer, Bruce; Gutierrez, S. Michael; Walters, Donald","Testing appropriate habitat outside of historic range: The case of Amorpha herbacea var. crenulata (Fabaceae)","Journal for Nature Conservation","","16171381","10.1016/j.jnc.2011.09.003","https://linkinghub.elsevier.com/retrieve/pii/S161713811100063X","","2012-03","2020-08-14 17:28:05","2020-08-14 17:28:05","2020-08-14 17:28:05","109-116","","2","20","","Journal for Nature Conservation","Testing appropriate habitat outside of historic range","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQ2IL9BQ","journalArticle","2019","Wang, Yuzhuo; Pedersen, Jennine L.M.; Macdonald, S. Ellen; Nielsen, Scott E.; Zhang, Jian","Experimental test of assisted migration for conservation of locally range-restricted plants in Alberta, Canada","Global Ecology and Conservation","","23519894","10.1016/j.gecco.2019.e00572","https://linkinghub.elsevier.com/retrieve/pii/S2351989418303342","","2019-01","2020-08-14 17:27:40","2020-08-14 17:27:40","2020-08-14 17:27:40","e00572","","","17","","Global Ecology and Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","C:\Users\trase\Zotero\storage\3MPZDAQ8\Wang et al. - 2019 - Experimental test of assisted migration for conser.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7M5EI3SK","journalArticle","2020","Zhu, Yingying; Chen, Chen; Guo, Yuan; Fu, Songling; Chen, Han Y.H.","Linking leaf-level morphological and physiological plasticity to seedling survival and growth of introduced Canadian sugar maple to elevated precipitation under warming","Forest Ecology and Management","","03781127","10.1016/j.foreco.2019.117758","https://linkinghub.elsevier.com/retrieve/pii/S0378112719315798","","2020-02","2020-08-14 17:27:37","2020-08-14 17:27:37","2020-08-14 17:27:37","117758","","","457","","Forest Ecology and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGF9R4PJ","journalArticle","2020","Matisons, Roberts; Gärtner, Holger; Elferts, Didzis; Kārkliņa, Annija; Adamovičs, Andis; Jansons, Āris","Occurrence of ‘blue’ and ‘frost’ rings reveal frost sensitivity of eastern Baltic provenances of Scots pine","Forest Ecology and Management","","03781127","10.1016/j.foreco.2019.117729","https://linkinghub.elsevier.com/retrieve/pii/S0378112719317748","","2020-02","2020-08-14 17:27:36","2020-08-14 17:27:36","2020-08-14 17:27:36","117729","","","457","","Forest Ecology and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNW2SAQE","journalArticle","2019","Silvestro, Roberto; Rossi, Sergio; Zhang, Shaokang; Froment, Isabelle; Huang, Jian Guo; Saracino, Antonio","From phenology to forest management: Ecotypes selection can avoid early or late frosts, but not both","Forest Ecology and Management","","03781127","10.1016/j.foreco.2019.01.005","https://linkinghub.elsevier.com/retrieve/pii/S0378112718321868","","2019-03","2020-08-14 17:27:35","2020-08-14 17:27:35","2020-08-14 17:27:35","21-26","","","436","","Forest Ecology and Management","From phenology to forest management","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6GC7CQE2","journalArticle","2019","Logan, Samuel A.; Phuekvilai, Prattana; Sanderson, Roy; Wolff, Kirsten","Reproductive and population genetic characteristics of leading-edge and central populations of two temperate forest tree species and implications for range expansion","Forest Ecology and Management","","03781127","10.1016/j.foreco.2018.11.024","https://linkinghub.elsevier.com/retrieve/pii/S0378112718315226","","2019-02","2020-08-14 17:27:34","2020-08-14 17:27:34","2020-08-14 17:27:34","475-486","","","433","","Forest Ecology and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZGKYICP","journalArticle","2018","Mockta, Tyler K.; Fulé, Peter Z.; Sánchez Meador, Andrew; Padilla, Thora; Kim, Yeon-Su","Sustainability of culturally important teepee poles on Mescalero Apache Tribal Lands: Characteristics and climate change effects","Forest Ecology and Management","","03781127","10.1016/j.foreco.2018.08.017","https://linkinghub.elsevier.com/retrieve/pii/S0378112718308624","","2018-12","2020-08-14 17:27:26","2020-08-14 17:27:26","2020-08-14 17:27:26","250-258","","","430","","Forest Ecology and Management","Sustainability of culturally important teepee poles on Mescalero Apache Tribal Lands","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b??</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MB6H3H2C","journalArticle","2018","Tíscar, Pedro Antonio; Lucas-Borja, Manuel Esteban; Candel-Pérez, David","Lack of local adaptation to the establishment conditions limits assisted migration to adapt drought-prone Pinus nigra populations to climate change","Forest Ecology and Management","","03781127","10.1016/j.foreco.2017.12.014","https://linkinghub.elsevier.com/retrieve/pii/S0378112717317395","","2018-02","2020-08-14 17:27:23","2020-08-14 17:27:23","2020-08-14 17:27:23","719-728","","","409","","Forest Ecology and Management","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGYUPLCN","journalArticle","2018","Montwé, David; Isaac-Renton, Miriam; Hamann, Andreas; Spiecker, Heinrich","Cold adaptation recorded in tree rings highlights risks associated with climate change and assisted migration","Nature Communications","","2041-1723","10.1038/s41467-018-04039-5","http://www.nature.com/articles/s41467-018-04039-5","","2018-12","2020-08-14 17:30:15","2020-08-14 17:30:15","2020-08-14 17:30:15","1574","","1","9","","Nat Commun","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\A85BHPAT\Montwé et al. - 2018 - Cold adaptation recorded in tree rings highlights .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GAJSUZQ","journalArticle","2016","Hultine, Kevin R.; Grady, Kevin C.; Wood, Troy E.; Shuster, Stephen M.; Stella, John C.; Whitham, Thomas G.","Climate change perils for dioecious plant species","Nature Plants","","2055-0278","10.1038/nplants.2016.109","http://www.nature.com/articles/nplants2016109","","2016-08","2020-08-14 17:30:12","2020-08-18 03:38:40","2020-08-14 17:30:12","16109","","8","2","","Nature Plants","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DWBDBJT","journalArticle","2017","Pedlar, John H.; McKenney, Daniel W.","Assessing the anticipated growth response of northern conifer populations to a warming climate","Scientific Reports","","2045-2322","10.1038/srep43881","http://www.nature.com/articles/srep43881","","2017-04","2020-08-14 17:30:33","2020-08-14 17:30:33","2020-08-14 17:30:33","43881","","1","7","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3b</p> <p> </p>","C:\Users\trase\Zotero\storage\P2HKDMRF\Pedlar and McKenney - 2017 - Assessing the anticipated growth response of north.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77FMPU6S","journalArticle","2018","McIntyre, S.; Nicholls, A. O.; Graff, P.; Stol, J.","Experimental reintroduction of three grassland forbs to assess climate-adjusted provenancing, grazing protection and weed control","Australian Journal of Botany","","0067-1924","10.1071/BT18106","http://www.publish.csiro.au/?paper=BT18106","We explored climate-adjusted provenancing as a strategy for reintroduction of three perennial forbs: Microseris walteri, Bulbine bulbosa and Stackhousia monogyna into native grassland with a history of livestock grazing. Seed source populations were sampled over a temperature gradient of 2°C, located up to 120km from the receiving site. Two receiving-site management treatments were applied: hand removal of exotic species, and exclusion of macropod grazing and trampling. There were no effects of weeding the receiving grassland and we concluded the low fertility of the site provided protection from exotic competition. After eight growing seasons, protection from grazing resulted in double to triple the numbers of established plants, depending on the species. Amongst populations within a species, larger seeds and early emergence reflected later establishment success for Bulbine only. At the species level, early performance was not indicative of later numbers of reproductive plants established. We found no long-term evidence of home-site advantage in any species, and no apparent disadvantage of non-matching lithology. All source populations were represented at the end of the experiment (Season 6). Counts after eight seasons’ growth indicated a continuing trend of population increase in all three species. The persistence of all populations suggests that admixture or climate-adjusted provenancing may be a realistic option to restore depleted populations of herbaceous plants in grassy eucalypt woodlands in a warming climate.","2018","2020-08-14 17:30:46","2020-08-14 17:30:46","2020-08-14 17:30:46","628","","8","66","","Aust. J. Bot.","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>4b - linked to supplemental information, not manuscript</p>","C:\Users\trase\Zotero\storage\SM2YWY7Q\McIntyre et al. - 2018 - Experimental reintroduction of three grassland for.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U8Z2ZQNC","journalArticle","2014","Park, Andrew; Puettmann, Klaus; Wilson, Edward; Messier, Christian; Kames, Susanne; Dhar, Amalesh","Can Boreal and Temperate Forest Management be Adapted to the Uncertainties of 21st Century Climate Change?","Critical Reviews in Plant Sciences","","0735-2689, 1549-7836","10.1080/07352689.2014.858956","http://www.tandfonline.com/doi/abs/10.1080/07352689.2014.858956","","2014-07-04","2020-08-14 17:31:33","2020-08-14 17:31:33","2020-08-14 17:31:33","251-285","","4","33","","Critical Reviews in Plant Sciences","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBFM2CA7","journalArticle","2019","Browne, Luke; Wright, Jessica W.; Fitz-Gibbon, Sorel; Gugger, Paul F.; Sork, Victoria L.","Adaptational lag to temperature in valley oak ( <i>Quercus lobata</i> ) can be mitigated by genome-informed assisted gene flow","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1908771116","http://www.pnas.org/lookup/doi/10.1073/pnas.1908771116","Climate change over the next century is predicted to cause widespread maladaptation in natural systems. This prediction, as well as many sustainable management and conservation practices, assumes that species are adapted to their current climate. However, this assumption is rarely tested. Using a large-scale common garden experiment combined with genome-wide sequencing, we found that valley oak (               Quercus lobata               ), a foundational tree species in California ecosystems, showed a signature of adaptational lag to temperature, with fastest growth rates occurring at cooler temperatures than populations are currently experiencing. Future warming under realistic emissions scenarios was predicted to lead to further maladaptation to temperature and reduction in growth rates for valley oak. We then identified genotypes predicted to grow relatively fast under warmer temperatures and demonstrated that selecting seed sources based on their genotype has the potential to mitigate predicted negative consequences of future climate warming on growth rates in valley oak. These results illustrate that the belief of local adaptation underlying many management and conservation practices, such as using local seed sources for restoration, may not hold for some species. If contemporary adaptational lag is commonplace, we will need new approaches to help alleviate predicted negative consequences of climate warming on natural systems. We present one such approach, “genome-informed assisted gene flow,” which optimally matches individuals to future climates based on genotype–phenotype–environment associations.","2019-12-10","2020-08-14 17:31:18","2020-08-18 03:38:39","2020-08-14 17:31:18","25179-25185","","50","116","","Proc Natl Acad Sci USA","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>3a</p> <p> </p> <p> </p>","C:\Users\trase\Zotero\storage\BV864FL8\Browne et al. - 2019 - Adaptational lag to temperature in valley oak ( i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6S48BJHV","journalArticle","2020","Rounsaville, Todd J.","Spatiotemporal recruitment patterns of two introduced <i>Magnolia</i> L. species in a disturbed oak forest","Écoscience","","1195-6860, 2376-7626","10.1080/11956860.2020.1753311","https://www.tandfonline.com/doi/full/10.1080/11956860.2020.1753311","","2020-07-02","2020-08-14 17:31:50","2020-08-14 17:31:50","2020-08-14 17:31:50","165-176","","3","27","","Écoscience","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - probably 1 but no access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7MQNQTP","journalArticle","2018","Stanturf, John A.; Madsen, Palle; Sagheb-Talebi, Khosro; Hansen, Ole K.","Transformational restoration: novel ecosystems in Denmark","Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology","","1126-3504, 1724-5575","10.1080/11263504.2018.1435586","https://www.tandfonline.com/doi/full/10.1080/11263504.2018.1435586","","2018-05-04","2020-08-14 17:31:49","2020-08-14 17:31:49","2020-08-14 17:31:49","536-546","","3","152","","Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology","Transformational restoration","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9683W96L","journalArticle","2016","Vitt, Pati; Belmaric, Pairsa N.; Book, Riley; Curran, Melissa","Assisted migration as a climate change adaptation strategy: lessons from restoration and plant reintroductions","Israel Journal of Plant Sciences","","0792-9978, 2223-8980","10.1080/07929978.2016.1258258","https://brill.com/view/journals/ijps/63/4/article-p250_250.xml","Climate change is thought to threaten between 25% and 50% of global plant biodiversity. In response to this looming crisis, the calls for the translocation, or assisted migration, of species to ensure the survival of this biodiversity have been increasing. The concept has its detractors, and is not without risk, but few studies have documented the success of the approach or veracity of the risk. Here we review both the ecological restoration literature and the plant reintroduction literature to discover insights into the promises and pitfalls of translocating species as an adaptation strategy in the face of our changing climate. Although habitat restoration and the assisted migration of rare plant species have different objectives and goals, they share the practice of translocating species from their site of origin to a new one. It is primarily the scale at which the movement of those species occurs that distinguishes the two.","2016-02-06","2020-08-14 17:31:38","2020-08-14 17:31:38","2020-08-14 17:31:38","250-261","","4","63","","","Assisted migration as a climate change adaptation strategy","","","","","","","","","","","","DOI.org (Crossref)","","","<p>5</p> <p>&nbsp;</p> <p>&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TS3VM9XJ","journalArticle","2015","Volis, Sergei","Species-targeted plant conservation: time for conceptual integration","Israel Journal of Plant Sciences","","0792-9978, 2223-8980","10.1080/07929978.2015.1085203","https://brill.com/view/journals/ijps/63/4/article-p232_232.xml","To date, there have been only limited attempts to conceptually unify               ex situ               and               in situ               approaches as parts of an integrated conservation methodology. This paper is an attempt of such conceptual integration of existing approaches for the efficient conservation of rare and endangered plant species. My integration of available plant conservation biology literature is based on the idea that ecologically significant species genetic variation is of primary importance for plant conservation. This idea is used for providing guidelines about inventory of existing populations, sampling and propagating sampled material, and use of this material in species recovery actions.","2015-02-06","2020-08-14 17:31:36","2020-08-14 17:31:36","2020-08-14 17:31:36","232-249","","4","63","","","Species-targeted plant conservation","","","","","","","","","","","","DOI.org (Crossref)","","","<p>1 - probably 1 but no access</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
