"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"E9QQKIAM","journalArticle","2020","Helbing, Felix; Fartmann, Thomas; Poniatowski, Dominik","Suction samplers are a valuable tool to sample arthropod assemblages for conservation translocation","Entomologia Experimentalis et Applicata","","0013-8703, 1570-7458","10.1111/eea.12952","https://onlinelibrary.wiley.com/doi/abs/10.1111/eea.12952","","2020-07-28","2020-08-14 17:41:17","2020-08-18 03:38:40","2020-08-14 17:41:17","eea.12952","","","","","Entomol Exp Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1- no AM or genetics or climate. -B.</p>","C:\Users\trase\Zotero\storage\5QK9R3Y8\Helbing et al. - 2020 - Suction samplers are a valuable tool to sample art.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K3TCGG88","journalArticle","2015","Purwandana, Deni; Ariefiandy, Achmad; Imansyah, M. Jeri; Ciofi, Claudio; Forsyth, David M.; Gormley, Andrew M.; Rudiharto, Heru; Seno, Aganto; Fordham, Damien A.; Gillespie, Graeme; Jessop, Tim S.","Evaluating environmental, demographic and genetic effects on population-level survival in an island endemic","Ecography","","09067590","10.1111/ecog.01300","http://doi.wiley.com/10.1111/ecog.01300","","2015-10","2020-08-14 17:41:07","2020-08-14 17:41:07","2020-08-14 17:41:07","1060-1070","","10","38","","Ecography","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2 - komodo dragon modeling, very limited link to climate change, mostly addressing loss of diversity and inbreeding, used usats</p>","C:\Users\trase\Zotero\storage\KYYB8F5D\Purwandana et al. - 2015 - Evaluating environmental, demographic and genetic .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6LQ5NXR","journalArticle","2010","Morueta-Holme, Naia; Fløjgaard, Camilla; Svenning, Jens-Christian","Climate Change Risks and Conservation Implications for a Threatened Small-Range Mammal Species","PLoS ONE","","1932-6203","10.1371/journal.pone.0010360","https://dx.plos.org/10.1371/journal.pone.0010360","","2010-04-29","2020-08-14 17:47:07","2020-08-14 17:47:07","2020-08-14 17:47:07","e10360","","4","5","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - no gene flow</p>","C:\Users\trase\Zotero\storage\YQDTWRQR\Morueta-Holme et al. - 2010 - Climate Change Risks and Conservation Implications.pdf","","","","Willis, Stephen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQ4CJECF","journalArticle","2015","Rašić, Gordana; Endersby-Harshman, Nancy; Tantowijoyo, Warsito; Goundar, Anjali; White, Vanessa; Yang, Qiong; Filipović, Igor; Johnson, Petrina; Hoffmann, Ary A.; Arguni, Eggi","Aedes aegypti has spatially structured and seasonally stable populations in Yogyakarta, Indonesia","Parasites & Vectors","","1756-3305","10.1186/s13071-015-1230-6","http://www.parasitesandvectors.com/content/8/1/610","","2015-12","2020-08-14 17:46:38","2020-08-14 17:46:38","2020-08-14 17:46:38","610","","1","8","","Parasites Vectors","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1- disease paper, which tests human (accidental mostly) gene flow ts</p>","C:\Users\trase\Zotero\storage\32ECYI63\Rašić et al. - 2015 - Aedes aegypti has spatially structured and seasona.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNMSQSZW","journalArticle","2015","Kerr, J. T.; Pindar, A.; Galpern, P.; Packer, L.; Potts, S. G.; Roberts, S. M.; Rasmont, P.; Schweiger, O.; Colla, S. R.; Richardson, L. L.; Wagner, D. L.; Gall, L. F.; Sikes, D. S.; Pantoja, A.","Relocation risky for bumblebee colonies--Response","Science","","0036-8075, 1095-9203","10.1126/science.350.6258.287","https://www.sciencemag.org/lookup/doi/10.1126/science.350.6258.287","","2015-10-16","2020-08-14 17:45:46","2020-08-18 03:38:40","2020-08-14 17:45:46","287-287","","6258","350","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>1- response to previous article, no experimental study, no genetics. -B.&nbsp;</p>","C:\Users\trase\Zotero\storage\652R5K4J\Kerr et al. - 2015 - Relocation risky for bumblebee colonies--Response.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDZQHRTI","journalArticle","2014","Martin, Rowan O.; Sebele, Lovelater; Koeslag, Ann; Curtis, Odette; Abadi, Fitsum; Amar, Arjun","Phenological shifts assist colonisation of a novel environment in a range-expanding raptor","Oikos","","00301299","10.1111/oik.01058","http://doi.wiley.com/10.1111/oik.01058","","2014-12","2020-08-14 17:45:06","2020-08-14 17:45:06","2020-08-14 17:45:06","1457-1468","","12","123","","Oikos","","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 no genetics</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7X8USQ3G","journalArticle","2015","Pacioni, Carlo; Hunt, Helen; Allentoft, Morten E.; Vaughan, Timothy G.; Wayne, Adrian F.; Baynes, Alexander; Haouchar, Dalal; Dortch, Joe; Bunce, Michael","Genetic diversity loss in a biodiversity hotspot: ancient DNA quantifies genetic decline and former connectivity in a critically endangered marsupial","Molecular Ecology","","09621083","10.1111/mec.13430","http://doi.wiley.com/10.1111/mec.13430","","2015-12","2020-08-14 17:44:39","2020-08-14 17:44:39","2020-08-14 17:44:39","5813-5828","","23","24","","Mol Ecol","Genetic diversity loss in a biodiversity hotspot","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - ancient dna paper</p>","C:\Users\trase\Zotero\storage\2FGKQ9DU\Pacioni et al. - 2015 - Genetic diversity loss in a biodiversity hotspot .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EQ64C3J","journalArticle","2010","Sutherland, William J.; Armstrong, Doug; Butchart, Stuart H. M; Earnhardt, Joanne M.; Ewen, John; Jamieson, Ian; Jones, Carl G.; Lee, Rebecca; Newbery, Peter; Nichols, James D.; Parker, Kevin A.; Sarrazin, François; Seddon, Philip J.; Shah, Nirmal; Tatayah, Vikash","Standards for documenting and monitoring bird reintroduction projects: Reintroduction standards","Conservation Letters","","1755263X","10.1111/j.1755-263X.2010.00113.x","http://doi.wiley.com/10.1111/j.1755-263X.2010.00113.x","","2010-03-29","2020-08-14 17:44:25","2020-08-14 17:44:25","2020-08-14 17:44:25","229-235","","4","3","","","Standards for documenting and monitoring bird reintroduction projects","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1- no genetics, seems too generalized, lacks focus on climate change. -B.&nbsp;</p>; <p>5? - genetics not really mentioned much in this review for birds ts</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PURT7DT6","journalArticle","2009","Willis, Stephen G.; Hill, Jane K.; Thomas, Chris D.; Roy, David B.; Fox, Richard; Blakeley, David S.; Huntley, Brian","Assisted colonization in a changing climate: a test-study using two U.K. butterflies","Conservation Letters","","1755263X, 1755263X","10.1111/j.1755-263X.2008.00043.x","http://doi.wiley.com/10.1111/j.1755-263X.2008.00043.x","","2009-02","2020-08-14 17:44:22","2020-08-14 17:44:22","2020-08-14 17:44:22","46-52","","1","2","","","Assisted colonization in a changing climate","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - no genetics ts</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NY8DUB3T","journalArticle","2012","Ieronymidou, Christina; Collar, Nigel J.; Dolman, Paul M.","Endemic Cyprus Warbler Sylvia melanothorax and colonizing Sardinian Warbler Sylvia melanocephala show different habitat associations: Cyprus Warbler and Sardinian Warbler habitats","Ibis","","00191019","10.1111/j.1474-919X.2011.01211.x","http://doi.wiley.com/10.1111/j.1474-919X.2011.01211.x","","2012-04","2020-08-14 17:43:37","2020-08-18 03:38:40","2020-08-14 17:43:37","248-259","","2","154","","","Endemic Cyprus Warbler Sylvia melanothorax and colonizing Sardinian Warbler Sylvia melanocephala show different habitat associations","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 no genetics</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PTJ7GAB","journalArticle","2012","McGuire, Liam P.; Guglielmo, Christopher G.; Mackenzie, Stuart A.; Taylor, Philip D.","Migratory stopover in the long-distance migrant silver-haired bat, <i>Lasionycteris noctivagans</i>: <i>Bat migration stopover</i>","Journal of Animal Ecology","","00218790","10.1111/j.1365-2656.2011.01912.x","http://doi.wiley.com/10.1111/j.1365-2656.2011.01912.x","","2012-03","2020-08-14 17:43:13","2020-08-14 17:43:13","2020-08-14 17:43:13","377-385","","2","81","","","Migratory stopover in the long-distance migrant silver-haired bat, <i>Lasionycteris noctivagans</i>","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - ts</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DW4G2J6S","journalArticle","2010","Richmond, Orien M. W.; McEntee, Jay P.; Hijmans, Robert J.; Brashares, Justin S.","Is the Climate Right for Pleistocene Rewilding? Using Species Distribution Models to Extrapolate Climatic Suitability for Mammals across Continents","PLoS ONE","","1932-6203","10.1371/journal.pone.0012899","https://dx.plos.org/10.1371/journal.pone.0012899","","2010-09-22","2020-08-14 17:47:28","2020-08-14 17:47:28","2020-08-14 17:47:28","e12899","","9","5","","PLoS ONE","Is the Climate Right for Pleistocene Rewilding?","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 no genetics</p>","","","","","Merenlender, Adina Maya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VWN897T","journalArticle","2013","Mazaris, Antonios D.; Papanikolaou, Alexandra D.; Barbet-Massin, Morgane; Kallimanis, Athanasios S.; Jiguet, Frédéric; Schmeller, Dirk S.; Pantis, John D.","Evaluating the Connectivity of a Protected Areas' Network under the Prism of Global Change: The Efficiency of the European Natura 2000 Network for Four Birds of Prey","PLoS ONE","","1932-6203","10.1371/journal.pone.0059640","https://dx.plos.org/10.1371/journal.pone.0059640","","2013-03-19","2020-08-14 17:57:03","2020-08-15 18:20:59","2020-08-14 17:57:03","e59640","","3","8","","PLoS ONE","Evaluating the Connectivity of a Protected Areas' Network under the Prism of Global Change","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>1 - no genetics really (discuss phylogenetic patterns) ts</p>","C:\Users\trase\Zotero\storage\HPS83TC2\Mazaris et al. - 2013 - Evaluating the Connectivity of a Protected Areas' .pdf","","","","Hérault, Bruno","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5TE83Z2","journalArticle","2012","Griffiths, Christine J.; Zuël, Nicolas; Tatayah, Vikash; Jones, Carl G.; Griffiths, Owen; Harris, Stephen","The Welfare Implications of Using Exotic Tortoises as Ecological Replacements","PLoS ONE","","1932-6203","10.1371/journal.pone.0039395","https://dx.plos.org/10.1371/journal.pone.0039395","","2012-06-19","2020-08-14 17:57:00","2020-08-18 03:38:40","2020-08-14 17:57:00","e39395","","6","7","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","00000","<p>1- no genetics. -B.&nbsp;</p>","C:\Users\trase\Zotero\storage\KBF2USRA\Griffiths et al. - 2012 - The Welfare Implications of Using Exotic Tortoises.pdf","","","","Hayward, Matt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPUVBEB6","journalArticle","2014","Buckland, Steeves; Cole, Nik C.; Groombridge, Jim J.; Küpper, Clemens; Burke, Terry; Dawson, Deborah A.; Gallagher, Laura E.; Harris, Stephen","High Risks of Losing Genetic Diversity in an Endemic Mauritian Gecko: Implications for Conservation","PLoS ONE","","1932-6203","10.1371/journal.pone.0093387","https://dx.plos.org/10.1371/journal.pone.0093387","","2014-06-25","2020-08-14 17:57:31","2020-08-18 03:38:39","2020-08-14 17:57:31","e93387","","6","9","","PLoS ONE","High Risks of Losing Genetic Diversity in an Endemic Mauritian Gecko","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>2 - has genetics and discusses assisted migration but it is due to fragmentation and not climate change adaptation</p>","C:\Users\trase\Zotero\storage\8PC39R2B\Buckland et al. - 2014 - High Risks of Losing Genetic Diversity in an Endem.pdf","","","","Pinto, João","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25FBWT2Q","journalArticle","2014","McGuire, Liam P.; Jonasson, Kristin A.; Guglielmo, Christopher G.","Bats on a Budget: Torpor-Assisted Migration Saves Time and Energy","PLoS ONE","","1932-6203","10.1371/journal.pone.0115724","https://dx.plos.org/10.1371/journal.pone.0115724","","2014-12-31","2020-08-14 18:01:38","2020-08-14 18:01:38","2020-08-14 18:01:38","e115724","","12","9","","PLoS ONE","Bats on a Budget","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 no genetics</p>","C:\Users\trase\Zotero\storage\DI4QCT6E\McGuire et al. - 2014 - Bats on a Budget Torpor-Assisted Migration Saves .pdf","","","","Bartell, Paul A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WT3ZG6N7","journalArticle","2018","Rendall, Ar; Coetsee, Al; Sutherland, Dr","Predicting suitable release sites for assisted colonisations: a case study of eastern barred bandicoots","Endangered Species Research","","1863-5407, 1613-4796","10.3354/esr00893","https://www.int-res.com/abstracts/esr/v36/p137-148/","","2018-07-10","2020-08-14 18:25:54","2020-08-14 18:25:54","2020-08-14 18:25:54","137-148","","","36","","Endang. Species. Res.","Predicting suitable release sites for assisted colonisations","","","","","","","en","","","","","DOI.org (Crossref)","","","<p>1 - only discusses existing genetic diversity patterns ts</p>","C:\Users\trase\Zotero\storage\2VU56BMP\Rendall et al. - 2018 - Predicting suitable release sites for assisted col.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MHVV55V","journalArticle","2020","Vaeokhaw, Sakawrat; Ngoprasert, Dusit; Swatdipong, Akarapong; Gale, George A.; Klinsawat, Worata; Vichitsoonthonkul, Taweerat","Effects of a highway on the genetic diversity of Asiatic black bears","Ursus","","1537-6176","10.2192/URSUS-D-18-00013.2","https://bioone.org/journals/ursus/volume-2020/issue-31e3/URSUS-D-18-00013.2/Effects-of-a-highway-on-the-genetic-diversity-of-Asiatic/10.2192/URSUS-D-18-00013.2.full","","2020-03-26","2020-08-14 18:25:09","2020-08-14 18:25:09","2020-08-14 18:25:09","1","","31e3","2020","","Ursus","","","","","","","","","","","","","DOI.org (Crossref)","","","<p>2 - assisted gene flow rec ts</p>","C:\Users\trase\Zotero\storage\HQ47WMTA\Vaeokhaw et al. - 2020 - Effects of a highway on the genetic diversity of A.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9D75VFC","journalArticle","2018","Groenewegen, Rebecca; Harley, Dan; Hill, Richard; Coulson, Graeme","Assisted colonisation trial of the eastern barred bandicoot (Perameles gunnii) to a fox-free island","Wildlife Research","","1448-5494","10.1071/WR16198","https://www.publish.csiro.au/wr/WR16198","Context Assisted colonisation has the potential to protect species from intractable threats within their historical ranges. The Australian mainland subspecies of the eastern barred bandicoot (Perameles gunnii) is extinct in the wild, with surviving populations restricted to small sites protected by predator–barrier fences. PVA modelling shows that a self-sustaining bandicoot population would require an area free of the introduced red fox (Vulpes vulpes) of at least 2500ha. French Island is outside the historic range of the species, but is fox-free and contains around 9000ha of potentially suitable habitat. Aims This study will assess the suitability of French Island as a potential site for a self-sustaining eastern barred bandicoot population by conducting a 1-year assisted colonisation trial to assess habitat use, body condition and survival. Methods Between July and September 2012, 18 adult bandicoots were released. We radio-tracked bandicoots using intraperitoneal radio-transmitters for up to 122 days and trapped fortnightly. Key results The release group met the three measures of success: (1) appropriate habitat use; (2) recovery of post-release bodyweight; and (3) founder survival exceeding 100 days. Habitat use and body condition throughout the trial reflected that of mainland populations, and seven bandicoots survived longer than 100 days. Mortality was greatest in the first month, with veterinary investigations confirming two deaths due to cat predation, two deaths from toxoplasmosis and one unknown cause of death. Bandicoots that survived longer than 100 days occupied higher, drier ground than those that did not. Toxoplasmosis cases were associated with lower topographic position on the site. Conclusions Our results suggest that French Island provides suitable habitat for the establishment of a population of eastern barred bandicoots. On French Island, toxoplasmosis was identified as an important source of mortality in addition to cat predation, and warrants further investigation. Implications Given the costs and challenges of predator control and the maintenance of predator exclusion fences, assisted colonisation to one or more fox-free islands remains the most viable option to establish self-sustaining bandicoot populations. Our results highlight the value in conducting trial releases ahead of major translocations.","2018-01-30","2020-08-18 16:59:22","2020-08-18 22:51:25","2020-08-18 16:59:22","484-496","","7","44","","Wildl. Res.","","","","","","","","en","","","","","www.publish.csiro.au","","00008  Publisher: CSIRO PUBLISHING","<p>1- assisted colonization but no genetics (habitat suitability study). -B.&nbsp;</p>","C:\Users\trase\Zotero\storage\4X9KMV5N\Groenewegen et al. - 2018 - Assisted colonisation trial of the eastern barred .pdf; C:\Users\trase\Zotero\storage\6KFM2SW6\WR16198.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T5PD9WNB","journalArticle","2016","Freifeld, Holly B.; Plentovich, Sheldon; Farmer, Chris; Kohley, Charles R.; Luscomb, Peter; Work, Thierry M.; Tsukayama, Daniel; Wallace, George E.; MacDonald, Mark A.; Conant, Sheila","Long-distance translocations to create a second millerbird population and reduce extinction risk","Biological Conservation","","0006-3207","10.1016/j.biocon.2016.05.006","http://www.sciencedirect.com/science/article/pii/S0006320716301872","Translocation is a conservation tool used with increasing frequency to create additional populations of threatened species. In addition to following established general guidelines for translocations, detailed planning to account for unique circumstances and intensive post-release monitoring to document outcomes and guide management are essential components of these projects. Recent translocation of the critically endangered Nihoa millerbird (Acrocephalus familiaris kingi) provides an example of this planning and monitoring. The Nihoa millerbird is a passerine bird endemic to Nihoa Island in the remote Northwestern Hawaiian Islands. The closely related, ecologically similar Laysan millerbird (Acrocephalus familiaris familiaris) went extinct on Laysan Island in the early 20th century when the island was denuded by introduced rabbits. To reduce extinction risk, we translocated 50 adult Nihoa millerbirds more than 1000km by sea to Laysan, which has recovered substantially in the past century and has ample habitat and a rich prey-base for millerbirds. Following five years of intensive background research and planning, including development of husbandry techniques, fundraising, and regulatory compliance, translocations occurred in 2011 and 2012. Of 11 females in each cohort, 8 (2011 cohort) and 11 (2012 cohort) produced at least one brood of fledglings during their first year on Laysan. At the conclusion of monitoring in September 2014, 37 of the translocated birds were known to survive, and the population was estimated at 164 birds. The reintroduction of millerbirds to Laysan represents a milestone in the island's ongoing restoration.","2016-07-01","2020-08-18 16:56:56","2020-08-18 22:51:26","2020-08-18 16:56:56","146-156","","","199","","Biological Conservation","","","","","","","","en","","","","","ScienceDirect","","00010","<p>1- translocation and monitoring but no genetics. -B.</p>","C:\Users\trase\Zotero\storage\6RUDVE96\Freifeld et al. - 2016 - Long-distance translocations to create a second mi.pdf; C:\Users\trase\Zotero\storage\QMQNFFJL\S0006320716301872.html","","","Hawai'i; Assisted colonization; Restoration; Ecological analog","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSRC23M5","journalArticle","2009","Carroll, Matthew J.; Anderson, Barbara J.; Brereton, Tom M.; Knight, Sarah J.; Kudrna, Ottakar; Thomas, Chris D.","Climate change and translocations: The potential to re-establish two regionally-extinct butterfly species in Britain","Biological Conservation","","0006-3207","10.1016/j.biocon.2009.04.010","http://www.sciencedirect.com/science/article/pii/S0006320709001803","Climate change is causing many organisms to migrate to track climatically-suitable habitat. In many cases, this will happen naturally, but in others, human intervention may be necessary in the form of ‘assisted colonisation’. Species re-establishments in suitable parts of their historic ranges provide an opportunity to conserve some species and to test ideas about assisted colonisation. Here, bioclimatic models of the distributions of two extinct British butterflies, Aporia crataegi and Polyommatussemiargus, were used to investigate the potential for re-establishment in Britain. Generalised additive models and generalised linear models were created to describe the species’ European distributions for the period 1961–1990. All models projected the British climate during this period to be suitable for both species. Thirty-year climate projections for the periods 1991–2020 and 2021–2050, and for three climate change scenarios, were then put into the models to generate projections of climatic suitability throughout the 21st century. British climate was projected to remain highly suitable for A. crataegi, but to decline somewhat for P. semiargus. Southern and eastern Britain were found to be the areas most likely to support suitable climate. This difference between the species appeared to be due in part to decreasing summer rainfall in climate change projections, as this should only benefit A. crataegi. It is concluded that, with further study of habitat requirements, both species could be reintroduced to Britain as part of a long-term European conservation strategy.","2009-10-01","2020-08-18 16:51:37","2020-08-18 22:51:26","2020-08-18 16:51:37","2114-2121","","10","142","","Biological Conservation","Climate change and translocations","","","","","","","en","","","","","ScienceDirect","","00043","<p>1- modeling only, no genetics. -B</p>","C:\Users\trase\Zotero\storage\8VPFYK8X\Carroll et al. - 2009 - Climate change and translocations The potential t.pdf; C:\Users\trase\Zotero\storage\X475QTYV\S0006320709001803.html","","","Assisted colonisation; Bioclimatic modelling; Black-veined white; Mazarine blue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHBS9VK3","journalArticle","2012","Adams‐Hosking, Christine; McAlpine, Clive; Rhodes, Jonathan R.; Grantham, Hedley S.; Moss, Patrick T.","Modelling changes in the distribution of the critical food resources of a specialist folivore in response to climate change","Diversity and Distributions","","1472-4642","10.1111/j.1472-4642.2012.00881.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1472-4642.2012.00881.x","Aim An important consideration when planning to conserve a species under climate change is to understand how the distribution of its food resources may also contract or shift under those same climatic conditions. Here, we use a case study to demonstrate a spatial conservation planning approach to inform decisions about where, under climate change, to protect and restore critical food and habitat resources for highly specialized species. Location Eastern Australia. Methods We developed fitted models for the koala (Phascolarctos cinereus) and five of its key eucalypt food trees using the maximum entropy algorithm available in Maxent. We then projected these models using a range of IPCC A1FI climate change scenarios and identified areas with a higher probability of occurrence. We calculated where the koala and its food trees may co-occur under future climate change. Results The koala and its food trees experienced significant range contractions as climate change progressed, sometimes to regions outside their current distributions. The inland species Eucalyptus camaldulensis and Eucalyptus coolabah contracted from the more arid interior, which is outside the koala range, but persisted in the eastern regions of the koala’s range, while Eucalyptus viminalis, Eucalyptus populnea and Eucalyptus tereticornis contracted eastwards and southwards, with a fragmented distribution. The highest probabilities of overlap between koalas and their food trees were identified in fragmented coastal and southern regions of the koala’s current range. Main conclusions The application of a robust species distribution modelling decision support tool identified important changes, under climate change, in the distribution of a specialist species and its key food trees. These distributions did not change in complete synergy and therefore areas of overlap varied, depending on the food tree species modelled. This is of particular importance in a conservation planning context, when considering targeted protection and restoration of species-specific habitat resources.","2012","2020-08-18 16:36:18","2020-08-18 22:51:26","2020-08-18 16:36:17","847-860","","9","18","","","","","","","","","","en","© 2012 Blackwell Publishing Ltd","","","","Wiley Online Library","","00042  _eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1472-4642.2012.00881.x","<p>1 not relevant</p>","C:\Users\trase\Zotero\storage\96PCK3AC\Adams‐Hosking et al. - 2012 - Modelling changes in the distribution of the criti.pdf; C:\Users\trase\Zotero\storage\XWYWNDJC\j.1472-4642.2012.00881.html","","","Maxent; conservation planning; Climate change; eucalypt; habitat resources; koala food trees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXQ2CANS","journalArticle","2019","Grant, Laura; Johnson, Chris; Thiessen, Conrad","Evaluating the efficacy of translocation: maintaining habitat key to long-term success for an imperiled population of an at-risk species","Biodiversity and Conservation","","0960-3115, 1572-9710","10.1007/s10531-019-01789-6","http://link.springer.com/10.1007/s10531-019-01789-6","","2019-08","2020-08-19 01:22:33","2020-08-19 01:23:36","2020-08-19 01:22:33","2727-2743","","10","28","","Biodivers Conserv","Evaluating the efficacy of translocation","","","","","","","en","","","","","DOI.org (Crossref)","","00001","<p>1- post-translocation monitoring but no genetics. -B.&nbsp;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MEZBKTF","journalArticle","2018","Garnett, Stephen T.; Zander, Kerstin K.; Hagerman, Shannon; Satterfield, Terre A.; Meyerhoff, Jürgen","Social preferences for adaptation measures to conserve Australian birds threatened by climate change","Oryx","","0030-6053, 1365-3008","10.1017/S0030605316001058","https://www.cambridge.org/core/product/identifier/S0030605316001058/type/journal_article","Abstract             Debate about climate change adaptation for biodiversity, and the ethics and consequences of assisted colonization in particular, has polarized professional opinion but the views of the wider community are unknown. We tested four hypotheses about the acceptability of adaptation strategies among a sample of the Australian general public using a combination of direct questions and a choice experiment. We found that (1) among the 80% who wanted extinction avoided, increased in situ management of wild populations was preferred to captive breeding or assisted colonization, (2) preferences for adaptation strategies were not explained by gender, income, education or knowledge about birds, (3) genetically distinctive taxa were not actively preferred, (4) > 60% of respondents were content for conservation managers to make decisions about strategies rather than local communities or the general public. The results provide Australian policy makers with a mandate to bolster efforts to retain existing populations but suggest that assisted colonization and captive breeding could be accepted if essential.","2018-04","2020-08-19 01:22:04","2020-08-19 01:25:16","2020-08-19 01:22:04","325-335","","2","52","","Oryx","","","","","","","","en","","","","","DOI.org (Crossref)","","00006","<p>1- social survey of public opinion. -B.</p>","C:\Users\trase\Zotero\storage\V7PURJJL\Garnett et al. - 2018 - Social preferences for adaptation measures to cons.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YI7CCKG4","journalArticle","2019","Deb, Jiban Chandra; Phinn, Stuart; Butt, Nathalie; McAlpine, Clive A.","Adaptive management and planning for the conservation of four threatened large Asian mammals in a changing climate","Mitigation and Adaptation Strategies for Global Change","","1381-2386, 1573-1596","10.1007/s11027-018-9810-3","http://link.springer.com/10.1007/s11027-018-9810-3","","2019-02","2020-08-19 01:21:56","2020-08-19 01:25:16","2020-08-19 01:21:56","259-280","","2","24","","Mitig Adapt Strateg Glob Change","","","","","","","","en","","","","","DOI.org (Crossref)","","00004","<p>1 no genetics</p>","C:\Users\trase\Zotero\storage\7MQCXXNP\Deb et al. - 2019 - Adaptive management and planning for the conservat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
