Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
2ARNX9UZ,journalArticle,2015,"Yang, Jing; Pedlar, John H.; McKenney, Daniel W.; Weersink, Alfons","The development of universal response functions to facilitate climate-smart regeneration of black spruce and white pine in Ontario, Canada",Forest Ecology and Management,,3781127,10.1016/j.foreco.2014.12.001,https://linkinghub.elsevier.com/retrieve/pii/S0378112714007087,,2015-03,8/14/2020 17:27,8/14/2020 17:27,8/14/2020 17:27,34-43,,,339,,Forest Ecology and Management,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YR4KQXCG,journalArticle,2016,"Ren, Hai; Liu, Hong; Wang, Jun; Yuan, Lianlian; Cui, Xiaodong; Zhang, Qianmei; Fu, Lin; Chen, Hongfeng; Zhong, Wenchao; Yang, Keming; Guo, Qinfeng","The use of grafted seedlings increases the success of conservation translocations of <i>Manglietia longipedunculata</i> (Magnoliaceae), a Critically Endangered tree",Oryx,,"0030-6053, 1365-3008",10.1017/S0030605315000423,https://www.cambridge.org/core/product/identifier/S0030605315000423/type/journal_article,"Abstract                            The distribution of the Critically Endangered tree               Manglietia longipedunculata               , of which there are only 11 known wild individuals, is restricted to the Nankunshan Nature Reserve in South China. The species is threatened with extinction because of its small number of individuals and the impediments to its reproduction (a combination of protogyny, a short period of stigma receptivity, and a lack of efficient pollinators). To reduce the risk of extinction we conducted two conservation translocation trials: one to augment the sole extant population, and the other 202 km north of the current range. The latter trial was a conservation introduction in which the goals were to increase the population and to buffer against the effects of climate change. We used emerged and grafted seedlings as translocation materials. We compared the survival, growth, and eco-physiological properties of emerged and grafted seedlings at the two sites. The survival rate and growth were higher for grafted seedlings than for emerged seedlings at both sites. Eco-physiological data indicated that grafted seedlings at both sites were as efficient or more so in light and water usage than wild individuals, whereas emerged seedlings were less efficient. Grafted seedlings attained the flowering stage sooner than emerged seedlings. Our study suggests that grafting can facilitate the augmentation and establishment of new populations of               M. longipedunculata               and perhaps of new populations of other threatened species facing reproductive difficulties and climate change.",2016-07,8/14/2020 17:29,8/14/2020 17:29,8/14/2020 17:29,437-445,,3,50,,Oryx,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\KWUPIMXH\Ren et al. - 2016 - The use of grafted seedlings increases the success.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWH59IAA,journalArticle,2012,"Ren, Hai; Zeng, Songjun; Li, Longna; Zhang, Qianmei; Yang, Long; Wang, Jun; Wang, Zhengfeng; Guo, Qinfeng","Reintroduction of <i>Tigridiopalma magnifica</i> , a rare and Critically Endangered herb endemic to China",Oryx,,"0030-6053, 1365-3008",10.1017/S0030605311000615,https://www.cambridge.org/core/product/identifier/S0030605311000615/type/journal_article,"Abstract                            Tigridiopalma magnifica,               a perennial herb and the only species in the genus               Tigridiopalma               (Family Melastomataceae) is rare and endemic to China where it is categorized as Critically Endangered on the national Red List. Twelve locations with populations of               T. magnifica               have been identified (1 extinct, 11 extant).               T. magnifica               only grows in the surface soil on stone walls or rocks under the canopy of secondary forests and plantations and has no specific associated plant species. Canopy closure, soil water content and the distance to the closest stream are the main factors influencing the distribution of               T. magnifica               . We reintroduced               T. magnifica               plantlets produced by tissue culture into three locations: one within the species' original range, and 11.5 and 400 km from the species' original range. After 11 months survival rate was 40–58% but survival was higher and plantlet crowns were larger at the location within the species' original range than at the other two sites. The combination of advanced propagation techniques and ecological restoration could facilitate reintroduction and conservation of               T. magnifica               and other rare and threatened plants. This example of the successful reintroduction of a rare, threatened herb has implications for human-assisted migration and colonization of rare plant species under future climate change scenarios.",2012-07,8/14/2020 17:28,8/14/2020 17:28,8/14/2020 17:28,391-398,,3,46,,Oryx,,,,,,,,en,,,,,DOI.org (Crossref),,,1,"C:\Users\trase\Zotero\storage\L53WQZUS\Ren et al. - 2012 - Reintroduction of Tigridiopalma magnifica ,.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRP6DX4K,journalArticle,2018,"Volis, Sergei; Fogel, Keren; Tu, Tieyao; Sun, Hang; Zaretsky, Marianna",Evolutionary history and biogeography of Mandragora L. (Solanaceae),Molecular Phylogenetics and Evolution,,10557903,10.1016/j.ympev.2018.08.015,https://linkinghub.elsevier.com/retrieve/pii/S1055790317304888,,2018-12,8/14/2020 17:28,8/14/2020 17:28,8/14/2020 17:28,85-95,,,129,,Molecular Phylogenetics and Evolution,,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94KI3FDJ,journalArticle,2016,"Almas, Andrew D.; Conway, Tenley M.",The role of native species in urban forest planning and practice: A case study of Carolinian Canada,Urban Forestry & Urban Greening,,16188667,10.1016/j.ufug.2016.01.015,https://linkinghub.elsevier.com/retrieve/pii/S161886671530090X,,2016-06,8/14/2020 17:28,8/14/2020 17:28,8/14/2020 17:28,54-62,,,17,,Urban Forestry & Urban Greening,The role of native species in urban forest planning and practice,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMHXAQ9C,journalArticle,2009,"Chen, Jin; Cannon, Charles H.; Hu, Huabin",Tropical botanical gardens: at the in situ ecosystem management frontier,Trends in Plant Science,,13601385,10.1016/j.tplants.2009.08.010,https://linkinghub.elsevier.com/retrieve/pii/S136013850900209X,,2009-11,8/14/2020 17:28,8/18/2020 3:38,8/14/2020 17:28,584-589,,11,14,,Trends in Plant Science,Tropical botanical gardens,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439V99D8,journalArticle,2019,"Peterson St-Laurent, Guillaume; Hagerman, Shannon; Findlater, Kieran M.; Kozak, Robert",Public trust and knowledge in the context of emerging climate-adaptive forestry policies,Journal of Environmental Management,,3014797,10.1016/j.jenvman.2019.04.065,https://linkinghub.elsevier.com/retrieve/pii/S0301479719305328,,2019-07,8/14/2020 17:28,8/14/2020 17:28,8/14/2020 17:28,474-486,,,242,,Journal of Environmental Management,,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6YQD7BSG,journalArticle,2017,"Al Farsi, Khalid A.A.Y.; Lupton, Darach; Hitchmough, James D.; Cameron, Ross W.F.","How fast can conifers climb mountains? Investigating the effects of a changing climate on the viability of Juniperus seravschanica within the mountains of Oman, and developing a conservation strategy for this tree species",Journal of Arid Environments,,1401963,10.1016/j.jaridenv.2017.07.020,https://linkinghub.elsevier.com/retrieve/pii/S0140196317301520,,2017-12,8/14/2020 17:27,8/14/2020 17:27,8/14/2020 17:27,40-53,,,147,,Journal of Arid Environments,How fast can conifers climb mountains?,,,,,,,en,,,,,DOI.org (Crossref),,,1,C:\Users\trase\Zotero\storage\WXYPZK4Y\Al Farsi et al. - 2017 - How fast can conifers climb mountains Investigati.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRBNFM6U,journalArticle,2015,"Klenk, Nicole L.; Larson, Brendon M.H.",The assisted migration of western larch in British Columbia: A signal of institutional change in forestry in Canada?,Global Environmental Change,,9593780,10.1016/j.gloenvcha.2014.12.002,https://linkinghub.elsevier.com/retrieve/pii/S0959378014002003,,2015-03,8/14/2020 17:27,8/18/2020 3:38,8/14/2020 17:27,20-27,,,31,,Global Environmental Change,The assisted migration of western larch in British Columbia,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6R5XCDHT,journalArticle,2015,"Hajjar, Reem; Kozak, Robert A.",Exploring public perceptions of forest adaptation strategies in Western Canada: Implications for policy-makers,Forest Policy and Economics,,13899341,10.1016/j.forpol.2015.08.004,https://linkinghub.elsevier.com/retrieve/pii/S1389934115300344,,2015-12,8/14/2020 17:27,8/18/2020 3:38,8/14/2020 17:27,59-69,,,61,,Forest Policy and Economics,Exploring public perceptions of forest adaptation strategies in Western Canada,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAZR5878,journalArticle,2019,"North, Malcolm P.; Stevens, Jens T.; Greene, David F.; Coppoletta, Michelle; Knapp, Eric E.; Latimer, Andrew M.; Restaino, Christina M.; Tompkins, Ryan E.; Welch, Kevin R.; York, Rob A.; Young, Derek J.N.; Axelson, Jodi N.; Buckley, Tom N.; Estes, Becky L.; Hager, Rachel N.; Long, Jonathan W.; Meyer, Marc D.; Ostoja, Steven M.; Safford, Hugh D.; Shive, Kristen L.; Tubbesing, Carmen L.; Vice, Heather; Walsh, Dana; Werner, Chhaya M.; Wyrsch, Peter",Tamm Review: Reforestation for resilience in dry western U.S. forests,Forest Ecology and Management,,3781127,10.1016/j.foreco.2018.09.007,https://linkinghub.elsevier.com/retrieve/pii/S0378112718313161,,2019-01,8/14/2020 17:27,8/14/2020 17:27,8/14/2020 17:27,209-224,,,432,,Forest Ecology and Management,Tamm Review,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\5GNMCST4\North et al. - 2019 - Tamm Review Reforestation for resilience in dry w.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YW3BIJV,journalArticle,2018,"Mahony, Colin R.; MacKenzie, Will H.; Aitken, Sally N.",Novel climates: Trajectories of climate change beyond the boundaries of British Columbia’s forest management knowledge system,Forest Ecology and Management,,3781127,10.1016/j.foreco.2017.12.036,https://linkinghub.elsevier.com/retrieve/pii/S0378112717319175,,2018-02,8/14/2020 17:27,8/14/2020 17:27,8/14/2020 17:27,35-47,,,410,,Forest Ecology and Management,Novel climates,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64D3KDH8,journalArticle,2016,"Ferrarini, Alessandro; Selvaggi, Alberto; Abeli, Thomas; Alatalo, Juha M.; Orsenigo, Simone; Gentili, Rodolfo; Rossi, Graziano",Planning for assisted colonization of plants in a warming world,Scientific Reports,,2045-2322,10.1038/srep28542,http://www.nature.com/articles/srep28542,,2016-09,8/14/2020 17:30,8/14/2020 17:30,8/14/2020 17:30,28542,,1,6,,Sci Rep,,,,,,,,en,,,,,DOI.org (Crossref),,,1,C:\Users\trase\Zotero\storage\I9Y4R9EA\Ferrarini et al. - 2016 - Planning for assisted colonization of plants in a .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XSD59N4B,journalArticle,2014,"Kjær, Erik Dahl; Lobo, Albin; Myking, Tor",The role of exotic tree species in Nordic forestry,Scandinavian Journal of Forest Research,,"0282-7581, 1651-1891",10.1080/02827581.2014.926098,http://www.tandfonline.com/doi/abs/10.1080/02827581.2014.926098,,5/19/2014,8/14/2020 17:31,8/18/2020 3:38,8/14/2020 17:31,323-332,,4,29,,Scandinavian Journal of Forest Research,,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X5PFARLW,journalArticle,2017,"Gehring, Catherine A.; Sthultz, Christopher M.; Flores-Rentería, Lluvia; Whipple, Amy V.; Whitham, Thomas G.",Tree genetics defines fungal partner communities that may confer drought tolerance,Proceedings of the National Academy of Sciences,,"0027-8424, 1091-6490",10.1073/pnas.1704022114,http://www.pnas.org/lookup/doi/10.1073/pnas.1704022114,"Plant genetic variation and soil microorganisms are individually known to influence plant responses to climate change, but the interactive effects of these two factors are largely unknown. Using long-term observational studies in the field and common garden and greenhouse experiments of a foundation tree species (               Pinus edulis               ) and its mutualistic ectomycorrhizal fungal (EMF) associates, we show that EMF community composition is under strong plant genetic control. Seedlings acquire the EMF community of their seed source trees (drought tolerant vs. drought intolerant), even when exposed to inoculum from the alternate tree type. Drought-tolerant trees had 25% higher growth and a third the mortality of drought-intolerant trees over the course of 10 y of drought in the wild, traits that were also observed in their seedlings in a common garden. Inoculation experiments show that EMF communities are critical to drought tolerance. Drought-tolerant and drought-intolerant seedlings grew similarly when provided sterile EMF inoculum, but drought-tolerant seedlings grew 25% larger than drought-intolerant seedlings under dry conditions when each seedling type developed its distinct EMF community. This demonstration that particular combinations of plant genotype and mutualistic EMF communities improve the survival and growth of trees with drought is especially important, given the vulnerability of forests around the world to the warming and drying conditions predicted for the future.",10/17/2017,8/14/2020 17:31,8/18/2020 3:38,8/14/2020 17:31,11169-11174,,42,114,,Proc Natl Acad Sci USA,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\GXY9325R\Gehring et al. - 2017 - Tree genetics defines fungal partner communities t.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP25X3US,journalArticle,2018,"Davis, Emma L.; Hager, Heather A.; Gedalof, Ze’ev",Soil properties as constraints to seedling regeneration beyond alpine treelines in the Canadian Rocky Mountains,"Arctic, Antarctic, and Alpine Research",,"1523-0430, 1938-4246",10.1080/15230430.2017.1415625,https://www.tandfonline.com/doi/full/10.1080/15230430.2017.1415625,,2018-01,8/14/2020 17:31,8/18/2020 3:38,8/14/2020 17:31,e1415625,,1,50,,"Arctic, Antarctic, and Alpine Research",,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\9ZBPTFJG\Davis et al. - 2018 - Soil properties as constraints to seedling regener.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY45TQHC,journalArticle,2015,"Volis, Sergei; Tu, Tieyao; Deng, Tao; Zaretsky, Marianna; Fogel, Keren; Sun, Hang",Phylogeographic study of <i>Mandragora</i> L. reveals a case of ancient human assisted migration,Israel Journal of Plant Sciences,,"0792-9978, 2223-8980",10.1080/07929978.2015.1063922,http://www.tandfonline.com/doi/full/10.1080/07929978.2015.1063922,,7/3/2015,8/14/2020 17:31,8/14/2020 17:31,8/14/2020 17:31,176-186,,3,62,,Israel Journal of Plant Sciences,,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSDUKSX4,journalArticle,2020,"White, Mark A; Cornett, Meredith W; Frerker, Katie; Etterson, Julie R","Partnerships to Take on Climate Change: Adaptation Forestry and Conifer Strongholds Projects in the Northwoods, Minnesota, USA",Journal of Forestry,,"0022-1201, 1938-3746",10.1093/jofore/fvaa005,https://academic.oup.com/jof/article/118/3/219/5799009,"Abstract             Northeastern Minnesota forests are vulnerable to declines in boreal tree species at their southern range limits. Temperate tree species may have a competitive advantage in this region as the climate warms. Enhancing the adaptive capacity of northern forests requires a multifaceted approach, one that involves cooperative relations given the region’s complex ownership patterns. In this context, a nongovernment conservation organization and public land-management agencies are partnering to test climate-informed forest management approaches, including: (1) Resilience, targeting northern conifer planting at “climate-resilient sites” with suitable microclimates to sustain boreal species over time; (2) Transition, catalyzing the shift to a temperate forest matrix using within-range plantings of native, climate-adapted tree species. Deployed together, Resilience and Transition strategies can help the Northwoods shift towards future forest conditions. Results from this work will help land managers make informed decisions about forest management and enhance landscape resilience in a changing climate.",5/5/2020,8/14/2020 17:36,8/14/2020 17:36,8/14/2020 17:36,219-232,,3,118,,,Partnerships to Take on Climate Change,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAA2MJSD,journalArticle,2016,"Ahrens, Collin W.; James, Elizabeth A.",Regional Genetic Structure and Environmental Variables Influence our Conservation Approach for Feather Heads ( <i>Ptilotus macrocephalus</i> ),Journal of Heredity,,"0022-1503, 1465-7333",10.1093/jhered/esw009,https://academic.oup.com/jhered/article-lookup/doi/10.1093/jhered/esw009,,2016-05,8/14/2020 17:36,8/14/2020 17:36,8/14/2020 17:36,238-247,,3,107,,JHERED,,,,,,,,en,,,,,DOI.org (Crossref),,,1,C:\Users\trase\Zotero\storage\AG45DQ6D\Ahrens and James - 2016 - Regional Genetic Structure and Environmental Varia.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RTRS4F2,journalArticle,2018,"Benomar, Lahcen; Lamhamedi, Mohammed S; Pepin, Steeve; Rainville, André; Lambert, Marie-Claude; Margolis, Hank A; Bousquet, Jean; Beaulieu, Jean",Thermal acclimation of photosynthesis and respiration of southern and northern white spruce seed sources tested along a regional climatic gradient indicates limited potential to cope with temperature warming,Annals of Botany,,"0305-7364, 1095-8290",10.1093/aob/mcx174,https://academic.oup.com/aob/article/121/3/443/4781939,,3/5/2018,8/14/2020 17:35,8/14/2020 17:35,8/14/2020 17:35,443-457,,3,121,,,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\EECXHZDU\Benomar et al. - 2018 - Thermal acclimation of photosynthesis and respirat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZJCLV4UD,journalArticle,2020,"Findlater, Kieran M; St-Laurent, Guillaume Peterson; Hagerman, Shannon; Kozak, Robert",Surprisingly malleable public preferences for climate adaptation in forests,Environmental Research Letters,,1748-9326,10.1088/1748-9326/ab7464,https://iopscience.iop.org/article/10.1088/1748-9326/ab7464,,3/5/2020,8/14/2020 17:35,8/14/2020 17:35,8/14/2020 17:35,34045,,3,15,,Environ. Res. Lett.,,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\X3ZYUM5C\Findlater et al. - 2020 - Surprisingly malleable public preferences for clim.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXD3ZQRI,journalArticle,2020,"Malanson, George P.; Virtanen, Risto; Britton, Andrea J.; Jiménez-Alfaro, Borja; Qian, Hong; Petraglia, Alessandro; Tomaselli, Marcello; Cooper, David; Damm, Christian; Pemble, Richard H.; Brett, Robert B.",Hemispheric- and Continental-Scale Patterns of Similarity in Mountain Tundra,Annals of the American Association of Geographers,,"2469-4452, 2469-4460",10.1080/24694452.2019.1677450,https://www.tandfonline.com/doi/full/10.1080/24694452.2019.1677450,,7/3/2020,8/14/2020 17:34,8/14/2020 17:34,8/14/2020 17:34,1005-1021,,4,110,,Annals of the American Association of Geographers,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\P22A9CQ7\Malanson et al. - 2020 - Hemispheric- and Continental-Scale Patterns of Sim.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPFHDPU3,journalArticle,2016,"Flagmeier, Maren; Hollingsworth, Peter M.; Genney, David R.; Long, David G.; Muñoz, Jesús; Moreno-Jiménez, Eduardo; Woodin, Sarah J.",Transplanting the leafy liverwort <i>Herbertus hutchinsiae</i> : a suitable conservation tool to maintain oceanic-montane liverwort-rich heath?,Plant Ecology & Diversity,,"1755-0874, 1755-1668",10.1080/17550874.2016.1140845,https://www.tandfonline.com/doi/full/10.1080/17550874.2016.1140845,,3/3/2016,8/14/2020 17:34,8/14/2020 17:34,8/14/2020 17:34,175-185,,2,9,,Plant Ecology & Diversity,Transplanting the leafy liverwort <i>Herbertus hutchinsiae</i>,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\X48BDP64\Flagmeier et al. - 2016 - Transplanting the leafy liverwort Herbertus hut.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2BGR7INR,journalArticle,2016,"Ainsworth, Elizabeth A.",The importance of intraspecific variation in tree responses to elevated [CO <sub>2</sub> ]: breeding and management of future forests,Tree Physiology,,"0829-318X, 1758-4469",10.1093/treephys/tpw039,https://academic.oup.com/treephys/article-lookup/doi/10.1093/treephys/tpw039,,2016-06,8/14/2020 17:37,8/14/2020 17:37,8/14/2020 17:37,679-681,,6,36,,Tree Physiol,The importance of intraspecific variation in tree responses to elevated [CO <sub>2</sub> ],,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\WFRMC29K\Ainsworth - 2016 - The importance of intraspecific variation in tree .pdf,,,,"Way, Danielle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68MZ97QD,journalArticle,2018,"Stojnić, S; Suchocka, M; Benito-Garzón, M; Torres-Ruiz, J M; Cochard, H; Bolte, A; Cocozza, C; Cvjetković, B; de Luis, M; Martinez-Vilalta, J; Ræbild, A; Tognetti, R; Delzon, S",Variation in xylem vulnerability to embolism in European beech from geographically marginal populations,Tree Physiology,,"0829-318X, 1758-4469",10.1093/treephys/tpx128,https://academic.oup.com/treephys/article/38/2/173/4647336,,2/1/2018,8/14/2020 17:37,8/14/2020 17:37,8/14/2020 17:37,173-185,,2,38,,,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3FPUEIQ,journalArticle,2017,"Fischer, Dylan G.; Wimp, Gina M.; Hersch‐Green, Erika; Bangert, Randy K.; LeRoy, Carri J.; Bailey, Joseph K.; Schweitzer, Jennifer A.; Dirks, Clarissa; Hart, Stephen C.; Allan, Gerard J.; Whitham, Thomas G.","Tree genetics strongly affect forest productivity, but intraspecific diversity–productivity relationships do not",Functional Ecology,,"0269-8463, 1365-2435",10.1111/1365-2435.12733,https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12733,,2017-02,8/14/2020 17:38,8/14/2020 17:38,8/14/2020 17:38,520-529,,2,31,,Funct Ecol,,,,,,,,en,,,,,DOI.org (Crossref),,,,"C:\Users\trase\Zotero\storage\R4XMXG5U\Fischer et al. - 2017 - Tree genetics strongly affect forest productivity,.pdf",,,,"Koricheva, Julia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9EMU2XWG,journalArticle,2019,"Zuidam, Jeroen P.; Leeuwen, Casper H. A.; Bakker, Elisabeth S.; Verhoeven, Jos T. A.; Ijff, Stéphanie; Peeters, Edwin T. H. M.; Zuidam, Bastiaan G.; Soons, Merel B.","Plant functional diversity and nutrient availability can improve restoration of floating fens via facilitation, complementarity and selection effects",Journal of Applied Ecology,,"0021-8901, 1365-2664",10.1111/1365-2664.13256,https://onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.13256,,2019-01,8/14/2020 17:38,8/14/2020 17:38,8/14/2020 17:38,235-245,,1,56,,J Appl Ecol,,,,,,,,en,,,,,DOI.org (Crossref),,,1,C:\Users\trase\Zotero\storage\V9D5WEX9\Zuidam et al. - 2019 - Plant functional diversity and nutrient availabili.pdf,,,,"Mateos Moreno, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I79KY7YU,journalArticle,2017,"Moeslund, Jesper Erenskjold; Brunbjerg, Ane Kirstine; Clausen, Kevin Kuhlmann; Dalby, Lars; Fløjgaard, Camilla; Juel, Anders; Lenoir, Jonathan",Using dark diversity and plant characteristics to guide conservation and restoration,Journal of Applied Ecology,,218901,10.1111/1365-2664.12867,http://doi.wiley.com/10.1111/1365-2664.12867,,2017-12,8/14/2020 17:38,8/14/2020 17:38,8/14/2020 17:38,1730-1741,,6,54,,J Appl Ecol,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\trase\Zotero\storage\UJLE4MEY\Moeslund et al. - 2017 - Using dark diversity and plant characteristics to .pdf,,,,"Flory, Luke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMDRPMEN,journalArticle,2017,"Choe, Hyeyeong; Thorne, James H.; Hijmans, Robert; Kim, Jiyoen; Kwon, Hyuksoo; Seo, Changwan",Meta-corridor solutions for climate-vulnerable plant species groups in South Korea,Journal of Applied Ecology,,218901,10.1111/1365-2664.12865,http://doi.wiley.com/10.1111/1365-2664.12865,,2017-12,8/14/2020 17:38,8/18/2020 3:38,8/14/2020 17:38,1742-1754,,6,54,,J Appl Ecol,,,,,,,,en,,,,,DOI.org (Crossref),,,1,C:\Users\trase\Zotero\storage\KF5YFDQD\Choe et al. - 2017 - Meta-corridor solutions for climate-vulnerable pla.pdf,,,,"Collen, Ben",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73VNNPR8,journalArticle,2015,"Padonou, Elie A.; Teka, Oscar; Bachmann, Yvonne; Schmidt, Marco; Lykke, Anne Mette; Sinsin, Brice",Using species distribution models to select species resistant to climate change for ecological restoration of <i>bowé</i> in West Africa,African Journal of Ecology,,1416707,10.1111/aje.12205,http://doi.wiley.com/10.1111/aje.12205,,2015-03,8/14/2020 17:39,8/14/2020 17:39,8/14/2020 17:39,83-92,,1,53,,Afr. J. Ecol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7SSPDLN8,journalArticle,2017,"Bustos-Salazar, Angela; Smith-Ramírez, Cecilia; Zúñiga-Feest, Alejandra; Alves, Fernanda; Ivanovich, Rodrigo",Which seed origin provides better tolerance to flooding and drought when restoring to face climate change?,Austral Ecology,,14429985,10.1111/aec.12521,http://doi.wiley.com/10.1111/aec.12521,,2017-12,8/14/2020 17:39,8/18/2020 3:38,8/14/2020 17:39,934-946,,8,42,,Austral Ecology,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWS8FLTF,journalArticle,2017,"Doherty, Michael D.; Lavorel, Sandra; Colloff, Matthew J.; Williams, Kristen J.; Williams, Richard J.",Moving from autonomous to planned adaptation in the montane forests of southeastern Australia under changing fire regimes,Austral Ecology,,14429985,10.1111/aec.12437,http://doi.wiley.com/10.1111/aec.12437,,2017-05,8/14/2020 17:39,8/14/2020 17:39,8/14/2020 17:39,309-316,,3,42,,Austral Ecology,,,,,,,,en,,,,,DOI.org (Crossref),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
